r Re(potential) Im(potential) Coupling
18.19 -3.52952e-08 -6.4173e-09 1.19439e-07
18.2 -3.45963e-08 -6.29023e-09 1.17074e-07
18.21 -3.39112e-08 -6.16568e-09 1.14756e-07
18.22 -3.32397e-08 -6.04359e-09 1.12483e-07
18.23 -3.25816e-08 -5.92392e-09 1.10256e-07
18.24 -3.19364e-08 -5.80662e-09 1.08073e-07
18.25 -3.1304e-08 -5.69164e-09 1.05933e-07
18.26 -3.06841e-08 -5.57894e-09 1.03835e-07
18.27 -3.00766e-08 -5.46847e-09 1.01779e-07
18.28 -2.9481e-08 -5.36018e-09 9.97637e-08
18.29 -2.88972e-08 -5.25404e-09 9.77883e-08
18.3 -2.8325e-08 -5.15001e-09 9.58519e-08
18.31 -2.77642e-08 -5.04803e-09 9.39539e-08
18.32 -2.72144e-08 -4.94807e-09 9.20935e-08
18.33 -2.66755e-08 -4.85009e-09 9.027e-08
18.34 -2.61473e-08 -4.75406e-09 8.84825e-08
18.35 -2.56296e-08 -4.65992e-09 8.67304e-08
18.36 -2.51221e-08 -4.56765e-09 8.5013e-08
18.37 -2.46246e-08 -4.4772e-09 8.33297e-08
18.38 -2.4137e-08 -4.38855e-09 8.16796e-08
18.39 -2.36591e-08 -4.30165e-09 8.00623e-08
18.4 -2.31906e-08 -4.21647e-09 7.84769e-08
18.41 -2.27314e-08 -4.13298e-09 7.6923e-08
18.42 -2.22813e-08 -4.05114e-09 7.53998e-08
18.43 -2.18401e-08 -3.97092e-09 7.39068e-08
18.44 -2.14076e-08 -3.89229e-09 7.24433e-08
18.45 -2.09837e-08 -3.81522e-09 7.10089e-08
18.46 -2.05682e-08 -3.73967e-09 6.96028e-08
18.47 -2.01609e-08 -3.66562e-09 6.82246e-08
18.48 -1.97617e-08 -3.59304e-09 6.68736e-08
18.49 -1.93704e-08 -3.52189e-09 6.55494e-08
18.5 -1.89868e-08 -3.45215e-09 6.42515e-08
18.51 -1.86109e-08 -3.3838e-09 6.29792e-08
18.52 -1.82424e-08 -3.31679e-09 6.17321e-08
18.53 -1.78811e-08 -3.25112e-09 6.05098e-08
18.54 -1.75271e-08 -3.18674e-09 5.93116e-08
18.55 -1.718e-08 -3.12364e-09 5.81371e-08
18.56 -1.68398e-08 -3.06179e-09 5.69859e-08
18.57 -1.65064e-08 -3.00116e-09 5.58575e-08
18.58 -1.61795e-08 -2.94173e-09 5.47515e-08
18.59 -1.58591e-08 -2.88348e-09 5.36673e-08
18.6 -1.55451e-08 -2.82638e-09 5.26047e-08
18.61 -1.52373e-08 -2.77042e-09 5.1563e-08
18.62 -1.49356e-08 -2.71556e-09 5.0542e-08
18.63 -1.46398e-08 -2.66179e-09 4.95412e-08
18.64 -1.43499e-08 -2.60908e-09 4.85602e-08
18.65 -1.40658e-08 -2.55742e-09 4.75987e-08
18.66 -1.37873e-08 -2.50678e-09 4.66561e-08
18.67 -1.35143e-08 -2.45714e-09 4.57323e-08
18.68 -1.32467e-08 -2.40849e-09 4.48267e-08
18.69 -1.29844e-08 -2.36079e-09 4.39391e-08
18.7 -1.27273e-08 -2.31405e-09 4.30691e-08
18.71 -1.24752e-08 -2.26823e-09 4.22162e-08
18.72 -1.22282e-08 -2.22331e-09 4.13803e-08
18.73 -1.19861e-08 -2.17929e-09 4.05609e-08
18.74 -1.17487e-08 -2.13613e-09 3.97577e-08
18.75 -1.15161e-08 -2.09384e-09 3.89705e-08
18.76 -1.12881e-08 -2.05238e-09 3.81988e-08
18.77 -1.10645e-08 -2.01174e-09 3.74424e-08
18.78 -1.08455e-08 -1.9719e-09 3.6701e-08
18.79 -1.06307e-08 -1.93285e-09 3.59743e-08
18.8 -1.04202e-08 -1.89458e-09 3.5262e-08
18.81 -1.02139e-08 -1.85707e-09 3.45637e-08
18.82 -1.00116e-08 -1.82029e-09 3.38793e-08
18.83 -9.81337e-09 -1.78425e-09 3.32085e-08
18.84 -9.61906e-09 -1.74892e-09 3.25509e-08
18.85 -9.42859e-09 -1.71429e-09 3.19063e-08
18.86 -9.24189e-09 -1.68034e-09 3.12745e-08
18.87 -9.05889e-09 -1.64707e-09 3.06553e-08
18.88 -8.87951e-09 -1.61446e-09 3.00483e-08
18.89 -8.70368e-09 -1.58249e-09 2.94533e-08
18.9 -8.53134e-09 -1.55115e-09 2.887e-08
18.91 -8.36241e-09 -1.52044e-09 2.82984e-08
18.92 -8.19682e-09 -1.49033e-09 2.7738e-08
18.93 -8.03451e-09 -1.46082e-09 2.71888e-08
18.94 -7.87542e-09 -1.43189e-09 2.66504e-08
18.95 -7.71947e-09 -1.40354e-09 2.61227e-08
18.96 -7.56662e-09 -1.37575e-09 2.56054e-08
18.97 -7.41679e-09 -1.34851e-09 2.50984e-08
18.98 -7.26993e-09 -1.3218e-09 2.46014e-08
18.99 -7.12597e-09 -1.29563e-09 2.41143e-08
19 -6.98487e-09 -1.26998e-09 2.36368e-08
19.01 -6.84656e-09 -1.24483e-09 2.31688e-08
19.02 -6.71099e-09 -1.22018e-09 2.271e-08
19.03 -6.5781e-09 -1.19602e-09 2.22603e-08
19.04 -6.44785e-09 -1.17234e-09 2.18195e-08
19.05 -6.32017e-09 -1.14912e-09 2.13875e-08
19.06 -6.19502e-09 -1.12637e-09 2.0964e-08
19.07 -6.07235e-09 -1.10406e-09 2.05488e-08
19.08 -5.95211e-09 -1.0822e-09 2.01419e-08
19.09 -5.83425e-09 -1.06077e-09 1.97431e-08
19.1 -5.71873e-09 -1.03977e-09 1.93522e-08
19.11 -5.60549e-09 -1.01918e-09 1.8969e-08
19.12 -5.49449e-09 -9.98999e-10 1.85934e-08
19.13 -5.38569e-09 -9.79217e-10 1.82252e-08
19.14 -5.27905e-09 -9.59827e-10 1.78643e-08
19.15 -5.17452e-09 -9.40821e-10 1.75106e-08
19.16 -5.07206e-09 -9.22192e-10 1.71638e-08
19.17 -4.97162e-09 -9.03931e-10 1.6824e-08
19.18 -4.87318e-09 -8.86032e-10 1.64908e-08
19.19 -4.77668e-09 -8.68488e-10 1.61643e-08
19.2 -4.6821e-09 -8.5129e-10 1.58442e-08
19.21 -4.58939e-09 -8.34434e-10 1.55305e-08
19.22 -4.49851e-09 -8.17911e-10 1.5223e-08
19.23 -4.40943e-09 -8.01715e-10 1.49215e-08
19.24 -4.32212e-09 -7.8584e-10 1.46261e-08
19.25 -4.23654e-09 -7.70279e-10 1.43364e-08
19.26 -4.15265e-09 -7.55027e-10 1.40526e-08
19.27 -4.07042e-09 -7.40076e-10 1.37743e-08
19.28 -3.98982e-09 -7.25422e-10 1.35016e-08
19.29 -3.91082e-09 -7.11058e-10 1.32342e-08
19.3 -3.83338e-09 -6.96978e-10 1.29721e-08
19.31 -3.75747e-09 -6.83177e-10 1.27153e-08
19.32 -3.68307e-09 -6.69649e-10 1.24635e-08
19.33 -3.61014e-09 -6.56389e-10 1.22167e-08
19.34 -3.53865e-09 -6.43391e-10 1.19748e-08
19.35 -3.46858e-09 -6.30651e-10 1.17377e-08
19.36 -3.3999e-09 -6.18164e-10 1.15053e-08
19.37 -3.33258e-09 -6.05923e-10 1.12774e-08
19.38 -3.26659e-09 -5.93925e-10 1.10541e-08
19.39 -3.20191e-09 -5.82165e-10 1.08352e-08
19.4 -3.1385e-09 -5.70637e-10 1.06207e-08
19.41 -3.07636e-09 -5.59338e-10 1.04104e-08
19.42 -3.01544e-09 -5.48262e-10 1.02043e-08
19.43 -2.95573e-09 -5.37406e-10 1.00022e-08
19.44 -2.8972e-09 -5.26764e-10 9.80414e-09
19.45 -2.83984e-09 -5.16334e-10 9.61e-09
19.46 -2.7836e-09 -5.0611e-10 9.41971e-09
19.47 -2.72848e-09 -4.96088e-10 9.23319e-09
19.48 -2.67446e-09 -4.86265e-10 9.05036e-09
19.49 -2.6215e-09 -4.76636e-10 8.87115e-09
19.5 -2.56959e-09 -4.67198e-10 8.69549e-09
19.51 -2.51871e-09 -4.57947e-10 8.52331e-09
19.52 -2.46883e-09 -4.48879e-10 8.35454e-09
19.53 -2.41995e-09 -4.39991e-10 8.18911e-09
19.54 -2.37203e-09 -4.31278e-10 8.02695e-09
19.55 -2.32506e-09 -4.22738e-10 7.86801e-09
19.56 -2.27902e-09 -4.14368e-10 7.71221e-09
19.57 -2.23389e-09 -4.06163e-10 7.5595e-09
19.58 -2.18966e-09 -3.9812e-10 7.40981e-09
19.59 -2.1463e-09 -3.90237e-10 7.26308e-09
19.6 -2.1038e-09 -3.82509e-10 7.11927e-09
19.61 -2.06214e-09 -3.74935e-10 6.9783e-09
19.62 -2.02131e-09 -3.67511e-10 6.84012e-09
19.63 -1.98129e-09 -3.60234e-10 6.70467e-09
19.64 -1.94205e-09 -3.53101e-10 6.57191e-09
19.65 -1.9036e-09 -3.46109e-10 6.44178e-09
19.66 -1.86591e-09 -3.39255e-10 6.31422e-09
19.67 -1.82896e-09 -3.32538e-10 6.18919e-09
19.68 -1.79274e-09 -3.25953e-10 6.06664e-09
19.69 -1.75724e-09 -3.19499e-10 5.94651e-09
19.7 -1.72245e-09 -3.13172e-10 5.82876e-09
19.71 -1.68834e-09 -3.06971e-10 5.71334e-09
19.72 -1.65491e-09 -3.00893e-10 5.60021e-09
19.73 -1.62214e-09 -2.94935e-10 5.48932e-09
19.74 -1.59002e-09 -2.89094e-10 5.38063e-09
19.75 -1.55853e-09 -2.8337e-10 5.27408e-09
19.76 -1.52767e-09 -2.77759e-10 5.16965e-09
19.77 -1.49742e-09 -2.72259e-10 5.06728e-09
19.78 -1.46777e-09 -2.66868e-10 4.96694e-09
19.79 -1.43871e-09 -2.61583e-10 4.86859e-09
19.8 -1.41022e-09 -2.56404e-10 4.77219e-09
19.81 -1.3823e-09 -2.51327e-10 4.67769e-09
19.82 -1.35493e-09 -2.4635e-10 4.58507e-09
19.83 -1.3281e-09 -2.41472e-10 4.49428e-09
19.84 -1.3018e-09 -2.36691e-10 4.40528e-09
19.85 -1.27602e-09 -2.32004e-10 4.31805e-09
19.86 -1.25075e-09 -2.2741e-10 4.23255e-09
19.87 -1.22599e-09 -2.22907e-10 4.14874e-09
19.88 -1.20171e-09 -2.18493e-10 4.06659e-09
19.89 -1.17792e-09 -2.14166e-10 3.98607e-09
19.9 -1.15459e-09 -2.09926e-10 3.90714e-09
19.91 -1.13173e-09 -2.05769e-10 3.82977e-09
19.92 -1.10932e-09 -2.01694e-10 3.75394e-09
19.93 -1.08735e-09 -1.97701e-10 3.6796e-09
19.94 -1.06582e-09 -1.93786e-10 3.60674e-09
19.95 -1.04472e-09 -1.89949e-10 3.53532e-09
19.96 -1.02403e-09 -1.86187e-10 3.46532e-09
19.97 -1.00375e-09 -1.82501e-10 3.3967e-09
19.98 -9.83878e-10 -1.78887e-10 3.32944e-09
19.99 -9.64396e-10 -1.75345e-10 3.26351e-09
