r Channel_1(Re) Channel_1(Im) Channel_2(Re) Channel_2(Im)
9.9 0.442414 -0.383106 0.0409857 -0.0634425
9.91 0.433238 -0.379355 0.0421261 -0.0647907
9.92 0.42372 -0.375309 0.0432326 -0.0660821
9.93 0.413867 -0.37097 0.0443049 -0.0673162
9.94 0.403682 -0.366339 0.0453428 -0.0684927
9.95 0.393173 -0.361419 0.0463463 -0.0696114
9.96 0.382345 -0.356212 0.0473151 -0.0706719
9.97 0.371205 -0.35072 0.0482491 -0.071674
9.98 0.359759 -0.344945 0.0491483 -0.0726174
9.99 0.348015 -0.338891 0.0500124 -0.0735021
10 0.335978 -0.332561 0.0508414 -0.0743278
10.01 0.323657 -0.325958 0.0516353 -0.0750943
10.02 0.31106 -0.319085 0.0523939 -0.0758017
10.03 0.298193 -0.311947 0.0531172 -0.0764499
10.04 0.285066 -0.304546 0.0538051 -0.0770388
10.05 0.271686 -0.296887 0.0544576 -0.0775684
10.06 0.258062 -0.288975 0.0550747 -0.0780387
10.07 0.244202 -0.280814 0.0556564 -0.0784499
10.08 0.230116 -0.272409 0.0562026 -0.078802
10.09 0.215813 -0.263764 0.0567134 -0.0790952
10.1 0.201303 -0.254885 0.0571888 -0.0793295
10.11 0.186594 -0.245777 0.0576289 -0.0795053
10.12 0.171696 -0.236446 0.0580336 -0.0796227
10.13 0.15662 -0.226897 0.0584031 -0.0796821
10.14 0.141376 -0.217137 0.0587375 -0.0796835
10.15 0.125974 -0.207171 0.0590367 -0.0796276
10.16 0.110425 -0.197006 0.059301 -0.0795144
10.17 0.094739 -0.186648 0.0595305 -0.0793446
10.18 0.0789273 -0.176103 0.0597252 -0.0791184
10.19 0.0630008 -0.16538 0.0598853 -0.0788363
10.2 0.0469709 -0.154485 0.060011 -0.0784988
10.21 0.0308488 -0.143425 0.0601025 -0.0781065
10.22 0.0146459 -0.132207 0.0601598 -0.0776598
10.23 -0.00162595 -0.120839 0.0601833 -0.0771594
10.24 -0.0179552 -0.109329 0.060173 -0.0766059
10.25 -0.0343298 -0.097685 0.0601293 -0.0759998
10.26 -0.050738 -0.0859145 0.0600523 -0.0753419
10.27 -0.0671675 -0.0740258 0.0599423 -0.0746328
10.28 -0.0836062 -0.0620275 0.0597995 -0.0738734
10.29 -0.100042 -0.0499279 0.0596243 -0.0730643
10.3 -0.116462 -0.0377356 0.0594168 -0.0722064
10.31 -0.132854 -0.0254595 0.0591774 -0.0713004
10.32 -0.149206 -0.0131085 0.0589064 -0.0703472
10.33 -0.165505 -0.000691485 0.0586041 -0.0693476
10.34 -0.181739 0.0117823 0.0582708 -0.0683027
10.35 -0.197894 0.0243037 0.0579068 -0.0672133
10.36 -0.213958 0.0368633 0.0575126 -0.0660803
10.37 -0.229919 0.0494516 0.0570884 -0.0649047
10.38 -0.245763 0.0620591 0.0566347 -0.0636876
10.39 -0.261479 0.0746762 0.0561518 -0.06243
10.4 -0.277052 0.087293 0.0556401 -0.061133
10.41 -0.292471 0.0998999 0.0551 -0.0597975
10.42 -0.307723 0.112487 0.054532 -0.0584248
10.43 -0.322795 0.125044 0.0539364 -0.0570159
10.44 -0.337675 0.137562 0.0533138 -0.055572
10.45 -0.352349 0.150029 0.0526645 -0.0540943
10.46 -0.366806 0.162437 0.051989 -0.0525839
10.47 -0.381033 0.174774 0.0512879 -0.0510421
10.48 -0.395017 0.187031 0.0505615 -0.0494702
10.49 -0.408747 0.199198 0.0498104 -0.0478693
10.5 -0.422209 0.211264 0.0490351 -0.0462407
10.51 -0.435393 0.223219 0.0482361 -0.0445858
10.52 -0.448286 0.235053 0.0474138 -0.0429058
10.53 -0.460876 0.246756 0.046569 -0.041202
10.54 -0.473152 0.258317 0.045702 -0.0394759
10.55 -0.485102 0.269727 0.0448134 -0.0377286
10.56 -0.496714 0.280974 0.0439038 -0.0359617
10.57 -0.507978 0.29205 0.0429738 -0.0341765
10.58 -0.518882 0.302944 0.042024 -0.0323744
10.59 -0.529416 0.313645 0.0410548 -0.0305567
10.6 -0.539568 0.324145 0.040067 -0.028725
10.61 -0.549329 0.334433 0.0390611 -0.0268805
10.62 -0.558688 0.344499 0.0380377 -0.0250248
10.63 -0.567635 0.354334 0.0369975 -0.0231593
10.64 -0.57616 0.363928 0.035941 -0.0212855
10.65 -0.584254 0.373271 0.034869 -0.0194047
10.66 -0.591907 0.382355 0.0337819 -0.0175185
10.67 -0.599112 0.391169 0.0326806 -0.0156283
10.68 -0.605857 0.399705 0.0315656 -0.0137355
10.69 -0.612136 0.407954 0.0304376 -0.0118417
10.7 -0.617941 0.415906 0.0292973 -0.00994837
10.71 -0.623262 0.423553 0.0281453 -0.00805688
10.72 -0.628094 0.430887 0.0269823 -0.00616875
10.73 -0.632427 0.437899 0.0258089 -0.00428544
10.74 -0.636257 0.444581 0.024626 -0.00240841
10.75 -0.639575 0.450925 0.0234341 -0.000539136
10.76 -0.642376 0.456922 0.0222339 0.00132094
10.77 -0.644655 0.462566 0.0210262 0.00317035
10.78 -0.646404 0.46785 0.0198117 0.00500766
10.79 -0.647621 0.472765 0.018591 0.00683144
10.8 -0.648298 0.477304 0.0173649 0.00864025
10.81 -0.648433 0.481462 0.016134 0.0104327
10.82 -0.648022 0.485232 0.0148991 0.0122073
10.83 -0.64706 0.488607 0.013661 0.0139627
10.84 -0.645545 0.491582 0.0124203 0.0156976
10.85 -0.643473 0.49415 0.0111777 0.0174105
10.86 -0.640843 0.496307 0.00993398 0.0191001
10.87 -0.637653 0.498047 0.00868986 0.0207651
10.88 -0.633901 0.499365 0.00744605 0.0224041
10.89 -0.629586 0.500257 0.00620329 0.0240158
10.9 -0.624708 0.500719 0.00496229 0.025599
10.91 -0.619267 0.500747 0.00372379 0.0271523
10.92 -0.613262 0.500337 0.00248849 0.0286746
10.93 -0.606696 0.499485 0.00125713 0.0301646
10.94 -0.599568 0.49819 3.04307e-05 0.0316211
10.95 -0.591881 0.496447 -0.00119089 0.0330429
10.96 -0.583637 0.494256 -0.00240611 0.0344289
10.97 -0.574839 0.491614 -0.00361452 0.0357779
10.98 -0.56549 0.48852 -0.0048154 0.0370889
10.99 -0.555593 0.484972 -0.00600804 0.0383608
11 -0.545154 0.48097 -0.00719173 0.0395925
11.01 -0.534176 0.476513 -0.00836577 0.040783
11.02 -0.522664 0.471602 -0.00952945 0.0419313
11.03 -0.510625 0.466236 -0.0106821 0.0430365
11.04 -0.498064 0.460416 -0.011823 0.0440977
11.05 -0.484988 0.454143 -0.0129514 0.0451139
11.06 -0.471405 0.44742 -0.0140668 0.0460844
11.07 -0.457321 0.440247 -0.0151683 0.0470082
11.08 -0.442746 0.432628 -0.0162554 0.0478847
11.09 -0.427687 0.424565 -0.0173274 0.048713
11.1 -0.412154 0.416061 -0.0183836 0.0494924
11.11 -0.396157 0.407119 -0.0194234 0.0502224
11.12 -0.379705 0.397744 -0.020446 0.0509021
11.13 -0.36281 0.387941 -0.021451 0.0515312
11.14 -0.345482 0.377713 -0.0224377 0.0521089
11.15 -0.327732 0.367067 -0.0234054 0.0526348
11.16 -0.309574 0.356007 -0.0243535 0.0531084
11.17 -0.291019 0.344541 -0.0252815 0.0535293
11.18 -0.272081 0.332674 -0.0261887 0.053897
11.19 -0.252773 0.320414 -0.0270745 0.0542114
11.2 -0.23311 0.307768 -0.0279385 0.0544719
11.21 -0.213104 0.294743 -0.02878 0.0546784
11.22 -0.192772 0.281349 -0.0295985 0.0548307
11.23 -0.172129 0.267593 -0.0303934 0.0549286
11.24 -0.15119 0.253486 -0.0311643 0.0549719
11.25 -0.129972 0.239035 -0.0319105 0.0549607
11.26 -0.108492 0.224252 -0.0326317 0.0548948
11.27 -0.086765 0.209147 -0.0333273 0.0547743
11.28 -0.0648103 0.19373 -0.0339968 0.0545992
11.29 -0.042645 0.178013 -0.0346398 0.0543697
11.3 -0.0202876 0.162007 -0.0352559 0.0540859
11.31 0.00224346 0.145724 -0.0358445 0.0537481
11.32 0.0249292 0.129177 -0.0364053 0.0533564
11.33 0.0477503 0.112378 -0.0369379 0.0529111
11.34 0.0706871 0.0953405 -0.0374419 0.0524127
11.35 0.0937197 0.0780783 -0.0379169 0.0518615
11.36 0.116828 0.0606051 -0.0383625 0.051258
11.37 0.13999 0.0429352 -0.0387785 0.0506026
11.38 0.163187 0.0250833 -0.0391644 0.049896
11.39 0.186397 0.00706425 -0.03952 0.0491386
11.4 0.209598 -0.0111065 -0.039845 0.0483311
11.41 0.232768 -0.0294133 -0.0401391 0.0474743
11.42 0.255887 -0.0478401 -0.040402 0.0465688
11.43 0.278931 -0.0663707 -0.0406336 0.0456154
11.44 0.301878 -0.0849884 -0.0408335 0.044615
11.45 0.324707 -0.103676 -0.0410017 0.0435684
11.46 0.347393 -0.122417 -0.0411378 0.0424765
11.47 0.369915 -0.141194 -0.0412418 0.0413404
11.48 0.39225 -0.159988 -0.0413135 0.0401609
11.49 0.414374 -0.178782 -0.0413527 0.0389393
11.5 0.436264 -0.197557 -0.0413594 0.0376765
11.51 0.457898 -0.216296 -0.0413335 0.0363737
11.52 0.479251 -0.234979 -0.041275 0.0350322
11.53 0.500301 -0.253588 -0.0411836 0.0336531
11.54 0.521024 -0.272103 -0.0410596 0.0322377
11.55 0.541398 -0.290506 -0.0409027 0.0307873
11.56 0.561398 -0.308777 -0.0407132 0.0293033
11.57 0.581002 -0.326896 -0.0404909 0.0277871
11.58 0.600186 -0.344844 -0.040236 0.0262401
11.59 0.618928 -0.362601 -0.0399485 0.0246637
11.6 0.637204 -0.380148 -0.0396286 0.0230596
11.61 0.654993 -0.397464 -0.0392764 0.0214291
11.62 0.67227 -0.41453 -0.0388919 0.0197739
11.63 0.689015 -0.431326 -0.0384755 0.0180957
11.64 0.705204 -0.447831 -0.0380273 0.0163959
11.65 0.720816 -0.464026 -0.0375475 0.0146764
11.66 0.735829 -0.47989 -0.0370363 0.0129388
11.67 0.750222 -0.495405 -0.0364941 0.0111849
11.68 0.763974 -0.51055 -0.035921 0.00941636
11.69 0.777064 -0.525304 -0.0353175 0.00763502
11.7 0.789471 -0.53965 -0.0346838 0.00584268
11.71 0.801176 -0.553566 -0.0340202 0.00404117
11.72 0.812159 -0.567035 -0.0333273 0.00223235
11.73 0.822401 -0.580035 -0.0326053 0.000418094
11.74 0.831883 -0.59255 -0.0318547 -0.00139971
11.75 0.840587 -0.604558 -0.031076 -0.00321914
11.76 0.848495 -0.616043 -0.0302695 -0.00503828
11.77 0.855591 -0.626986 -0.0294359 -0.00685519
11.78 0.861858 -0.637368 -0.0285756 -0.00866792
11.79 0.867279 -0.647173 -0.0276891 -0.0104745
11.8 0.87184 -0.656382 -0.0267771 -0.012273
11.81 0.875525 -0.664978 -0.0258401 -0.0140613
11.82 0.878321 -0.672945 -0.0248787 -0.0158376
11.83 0.880214 -0.680266 -0.0238936 -0.0175999
11.84 0.881192 -0.686926 -0.0228854 -0.019346
11.85 0.881242 -0.692909 -0.0218548 -0.0210742
11.86 0.880355 -0.6982 -0.0208024 -0.0227823
11.87 0.878518 -0.702785 -0.0197291 -0.0244685
11.88 0.875723 -0.706649 -0.0186355 -0.0261306
11.89 0.871962 -0.70978 -0.0175225 -0.0277668
11.9 0.867225 -0.712163 -0.0163907 -0.0293752
11.91 0.861507 -0.713788 -0.015241 -0.0309537
11.92 0.854801 -0.714642 -0.0140743 -0.0325004
11.93 0.847103 -0.714714 -0.0128914 -0.0340135
11.94 0.838407 -0.713994 -0.0116931 -0.035491
11.95 0.828712 -0.712472 -0.0104804 -0.0369311
11.96 0.818014 -0.710138 -0.00925417 -0.0383319
11.97 0.806312 -0.706986 -0.00801531 -0.0396916
11.98 0.793607 -0.703007 -0.00676479 -0.0410085
11.99 0.779899 -0.698194 -0.00550357 -0.0422807
12 0.765191 -0.692542 -0.00423264 -0.0435065
12.01 0.749485 -0.686044 -0.00295301 -0.0446842
12.02 0.732786 -0.678698 -0.00166569 -0.0458122
12.03 0.715099 -0.670499 -0.000371732 -0.0468888
12.04 0.69643 -0.661444 0.000927822 -0.0479124
12.05 0.676787 -0.651533 0.0022319 -0.0488816
12.06 0.656179 -0.640764 0.00353941 -0.0497948
12.07 0.634616 -0.629137 0.00484926 -0.0506505
12.08 0.612109 -0.616654 0.00616033 -0.0514475
12.09 0.588671 -0.603317 0.00747149 -0.0521842
12.1 0.564314 -0.589128 0.00878161 -0.0528595
12.11 0.539055 -0.574091 0.0100895 -0.053472
12.12 0.512908 -0.558213 0.0113941 -0.0540207
12.13 0.485891 -0.541498 0.0126941 -0.0545044
12.14 0.458023 -0.523955 0.0139884 -0.0549219
12.15 0.429324 -0.505591 0.0152757 -0.0552725
12.16 0.399815 -0.486416 0.0165549 -0.055555
12.17 0.369517 -0.46644 0.0178248 -0.0557686
12.18 0.338455 -0.445674 0.0190841 -0.0559126
12.19 0.306653 -0.424132 0.0203316 -0.0559863
12.2 0.274138 -0.401828 0.0215661 -0.0559889
12.21 0.240937 -0.378775 0.0227864 -0.0559199
12.22 0.207079 -0.354991 0.0239911 -0.0557788
12.23 0.172592 -0.330493 0.0251791 -0.0555653
12.24 0.13751 -0.305298 0.0263491 -0.0552789
12.25 0.101863 -0.279427 0.0274998 -0.0549194
12.26 0.0656858 -0.2529 0.0286301 -0.0544866
12.27 0.0290128 -0.225738 0.0297386 -0.0539805
12.28 -0.00811996 -0.197966 0.0308241 -0.053401
12.29 -0.0456753 -0.169608 0.0318855 -0.0527482
12.3 -0.0836149 -0.140687 0.0329213 -0.0520224
12.31 -0.121899 -0.111233 0.0339305 -0.0512237
12.32 -0.160488 -0.0812706 0.0349117 -0.0503526
12.33 -0.199339 -0.0508302 0.0358638 -0.0494094
12.34 -0.238409 -0.0199416 0.0367856 -0.0483947
12.35 -0.277656 0.0113643 0.0376758 -0.0473092
12.36 -0.317033 0.0430551 0.0385333 -0.0461536
12.37 -0.356495 0.0750977 0.0393568 -0.0449287
12.38 -0.395996 0.107457 0.0401453 -0.0436355
12.39 -0.435487 0.140099 0.0408975 -0.0422749
12.4 -0.474919 0.172986 0.0416124 -0.0408481
12.41 -0.514243 0.20608 0.0422888 -0.0393562
12.42 -0.55341 0.239343 0.0429256 -0.0378006
12.43 -0.592366 0.272736 0.0435217 -0.0361828
12.44 -0.631061 0.306218 0.0440761 -0.0345041
12.45 -0.669443 0.339747 0.0445878 -0.0327663
12.46 -0.707456 0.37328 0.0450556 -0.030971
12.47 -0.745049 0.406776 0.0454788 -0.02912
12.48 -0.782166 0.440189 0.0458562 -0.0272152
12.49 -0.818753 0.473474 0.0461869 -0.0252585
12.5 -0.854753 0.506586 0.0464701 -0.0232522
12.51 -0.890113 0.539478 0.0467049 -0.0211983
12.52 -0.924774 0.572103 0.0468905 -0.0190991
12.53 -0.958681 0.604414 0.0470259 -0.016957
12.54 -0.991778 0.636361 0.0471106 -0.0147745
12.55 -1.02401 0.667897 0.0471436 -0.0125541
12.56 -1.05531 0.69897 0.0471245 -0.0102983
12.57 -1.08564 0.729532 0.0470524 -0.00801003
12.58 -1.11493 0.759531 0.0469267 -0.00569197
12.59 -1.14312 0.788918 0.046747 -0.00334702
12.6 -1.17017 0.817641 0.0465127 -0.000978147
12.61 -1.196 0.845649 0.0462232 0.00141161
12.62 -1.22058 0.872891 0.0458783 0.00381912
12.63 -1.24384 0.899315 0.0454774 0.00624122
12.64 -1.26573 0.924869 0.0450203 0.00867464
12.65 -1.2862 0.949502 0.0445067 0.0111161
12.66 -1.30518 0.973162 0.0439363 0.0135621
12.67 -1.32264 0.995799 0.043309 0.0160093
12.68 -1.33851 1.01736 0.0426247 0.0184541
12.69 -1.35275 1.0378 0.0418833 0.0208931
12.7 -1.36531 1.05706 0.0410849 0.0233226
12.71 -1.37614 1.0751 0.0402294 0.0257388
12.72 -1.3852 1.09186 0.0393171 0.0281383
12.73 -1.39243 1.1073 0.0383481 0.0305172
12.74 -1.39779 1.12137 0.0373227 0.0328717
12.75 -1.40125 1.13402 0.0362412 0.035198
12.76 -1.40276 1.1452 0.035104 0.0374925
12.77 -1.40228 1.15488 0.0339116 0.0397511
12.78 -1.39977 1.16301 0.0326645 0.0419701
12.79 -1.39521 1.16954 0.0313633 0.0441456
12.8 -1.38855 1.17444 0.0300088 0.0462737
12.81 -1.37977 1.17766 0.0286016 0.0483507
12.82 -1.36883 1.17917 0.0271426 0.0503726
12.83 -1.35572 1.17892 0.0256328 0.0523356
12.84 -1.34041 1.17689 0.0240731 0.0542359
12.85 -1.32288 1.17305 0.0224645 0.0560697
12.86 -1.30311 1.16735 0.0208084 0.0578333
12.87 -1.28109 1.15977 0.0191058 0.0595229
12.88 -1.2568 1.15029 0.0173581 0.0611349
12.89 -1.23024 1.13888 0.0155668 0.0626656
12.9 -1.20139 1.12551 0.0137332 0.0641116
12.91 -1.17027 1.11018 0.011859 0.0654692
12.92 -1.13686 1.09285 0.00994586 0.0667351
12.93 -1.10118 1.07352 0.00799549 0.067906
12.94 -1.06322 1.05217 0.00600973 0.0689786
12.95 -1.02302 1.0288 0.0039905 0.0699497
12.96 -0.980571 1.0034 0.00193982 0.0708163
12.97 -0.935904 0.975967 -0.00014022 0.0715754
12.98 -0.889041 0.946503 -0.00224744 0.0722243
12.99 -0.84001 0.915012 -0.00437956 0.0727601
13 -0.788844 0.881501 -0.00653422 0.0731804
13.01 -0.735579 0.845982 -0.00870897 0.0734827
13.02 -0.680255 0.80847 -0.0109013 0.0736647
13.03 -0.622919 0.768984 -0.0131085 0.0737243
13.04 -0.563621 0.727545 -0.015328 0.0736595
13.05 -0.502415 0.684181 -0.0175568 0.0734686
13.06 -0.439361 0.638923 -0.0197923 0.0731499
13.07 -0.374522 0.591805 -0.0220313 0.072702
13.08 -0.307968 0.542867 -0.0242708 0.0721237
13.09 -0.239772 0.492153 -0.0265077 0.0714139
13.1 -0.170014 0.439709 -0.0287388 0.0705718
13.11 -0.098776 0.385588 -0.0309608 0.0695968
13.12 -0.026148 0.329849 -0.0331703 0.0684886
13.13 0.0477767 0.272551 -0.0353639 0.0672469
13.14 0.122899 0.213762 -0.0375381 0.0658719
13.15 0.199116 0.153553 -0.0396892 0.0643639
13.16 0.276319 0.0919995 -0.0418137 0.0627235
13.17 0.354393 0.029182 -0.0439078 0.0609515
13.18 0.43322 -0.0348136 -0.0459678 0.059049
13.19 0.512676 -0.099897 -0.0479898 0.0570174
13.2 0.592632 -0.165973 -0.0499699 0.0548584
13.21 0.672955 -0.232941 -0.0519041 0.0525739
13.22 0.753506 -0.300696 -0.0537886 0.0501662
13.23 0.834142 -0.369127 -0.0556192 0.0476376
13.24 0.914714 -0.438121 -0.057392 0.0449911
13.25 0.995071 -0.507557 -0.0591027 0.0422297
13.26 1.07506 -0.577311 -0.0607473 0.0393568
13.27 1.15451 -0.647254 -0.0623216 0.0363762
13.28 1.23326 -0.717251 -0.0638215 0.0332919
13.29 1.31114 -0.787164 -0.0652427 0.0301082
13.3 1.38798 -0.856852 -0.0665812 0.0268298
13.31 1.46361 -0.926165 -0.0678327 0.0234615
13.32 1.53783 -0.994953 -0.0689931 0.0200087
13.33 1.61047 -1.06306 -0.0700583 0.0164769
13.34 1.68134 -1.13033 -0.071024 0.0128721
13.35 1.75026 -1.19659 -0.0718863 0.00920035
13.36 1.81702 -1.26169 -0.0726412 0.00546821
13.37 1.88144 -1.32545 -0.0732845 0.00168247
13.38 1.94332 -1.38769 -0.0738125 -0.00214978
13.39 2.00247 -1.44825 -0.0742213 -0.00602118
13.4 2.05869 -1.50695 -0.0745072 -0.00992405
13.41 2.11177 -1.5636 -0.0746664 -0.0138505
13.42 2.16153 -1.61803 -0.0746955 -0.0177922
13.43 2.20776 -1.67004 -0.074591 -0.0217408
13.44 2.25027 -1.71947 -0.0743496 -0.0256876
13.45 2.28886 -1.76611 -0.0739682 -0.0296236
13.46 2.32333 -1.8098 -0.0734439 -0.0335397
13.47 2.35351 -1.85034 -0.0727737 -0.0374266
13.48 2.3792 -1.88755 -0.0719552 -0.0412746
13.49 2.40021 -1.92125 -0.0709859 -0.0450741
13.5 2.41637 -1.95126 -0.0698636 -0.0488152
13.51 2.42751 -1.97741 -0.0685864 -0.0524879
13.52 2.43345 -1.99952 -0.0671527 -0.0560822
13.53 2.43404 -2.01741 -0.0655611 -0.0595878
13.54 2.42912 -2.03094 -0.0638104 -0.0629946
13.55 2.41855 -2.03993 -0.0618999 -0.0662923
13.56 2.4022 -2.04424 -0.0598292 -0.0694706
13.57 2.37993 -2.04372 -0.0575982 -0.0725195
13.58 2.35165 -2.03824 -0.0552073 -0.0754286
13.59 2.31725 -2.02767 -0.0526571 -0.0781882
13.6 2.27664 -2.01189 -0.0499489 -0.0807882
13.61 2.22976 -1.99079 -0.0470843 -0.0832191
13.62 2.17655 -1.96429 -0.0440654 -0.0854714
13.63 2.11697 -1.93231 -0.0408947 -0.087536
13.64 2.05101 -1.89477 -0.0375756 -0.0894041
13.65 1.97867 -1.85164 -0.0341117 -0.0910673
13.66 1.89997 -1.80289 -0.0305074 -0.0925177
13.67 1.81497 -1.7485 -0.0267677 -0.0937477
13.68 1.72373 -1.68849 -0.0228982 -0.0947506
13.69 1.62636 -1.62288 -0.0189052 -0.09552
13.7 1.52299 -1.55174 -0.0147959 -0.0960504
13.71 1.41377 -1.47514 -0.0105781 -0.096337
13.72 1.2989 -1.3932 -0.00626043 -0.0963759
13.73 1.1786 -1.30605 -0.00185247 -0.0961641
13.74 1.05312 -1.21387 0.0026354 -0.0956997
13.75 0.922782 -1.11686 0.00719186 -0.0949816
13.76 0.787908 -1.01526 0.0118046 -0.0940102
13.77 0.648885 -0.909337 0.0164603 -0.092787
13.78 0.50614 -0.799422 0.0211446 -0.0913152
13.79 0.360148 -0.685869 0.0258419 -0.089599
13.8 0.211431 -0.569084 0.0305357 -0.0876445
13.81 0.0605663 -0.449517 0.0352081 -0.0854596
13.82 -0.0918138 -0.327673 0.0398399 -0.0830538
13.83 -0.24502 -0.204106 0.0444107 -0.0804387
13.84 -0.398301 -0.0794294 0.0488988 -0.0776279
13.85 -0.550843 0.0456865 0.0532809 -0.0746373
13.86 -0.701763 0.170508 0.0575323 -0.071485
13.87 -0.850111 0.294236 0.0616267 -0.0681919
13.88 -0.99486 0.416002 0.0655363 -0.0647813
13.89 -1.13491 0.534866 0.0692315 -0.0612793
13.9 -1.26907 0.649811 0.0726811 -0.0577153
13.91 -1.39609 0.759739 0.0758521 -0.0541216
13.92 -1.51459 0.863468 0.0787093 -0.0505337
13.93 -1.62314 0.959731 0.0812161 -0.0469909
13.94 -1.7202 1.04716 0.0833333 -0.0435361
13.95 -1.80411 1.12431 0.0850201 -0.0402161
13.96 -1.87313 1.18961 0.0862332 -0.0370818
13.97 -1.9254 1.24139 0.0869271 -0.0341885
13.98 -1.95896 1.27788 0.0870541 -0.0315959
13.99 -1.97171 1.29719 0.0865638 -0.0293686
14 -1.96145 1.29724 0.0842108 -0.0264168
14.01 -2.03129 1.36512 0.0852663 -0.0227806
14.02 -2.09724 1.43039 0.0861648 -0.0191025
14.03 -2.1592 1.49293 0.0869048 -0.0153892
14.04 -2.21703 1.55262 0.0874848 -0.0116476
14.05 -2.27064 1.60935 0.0879039 -0.0078846
14.06 -2.31991 1.663 0.0881611 -0.00410705
14.07 -2.36475 1.71349 0.0882561 -0.000321952
14.08 -2.40508 1.7607 0.0881886 0.00346374
14.09 -2.44082 1.80455 0.0879588 0.00724306
14.1 -2.4719 1.84496 0.0875672 0.0110091
14.11 -2.49826 1.88185 0.0870144 0.0147548
14.12 -2.51986 1.91514 0.0863014 0.0184734
14.13 -2.53665 1.94479 0.0854296 0.0221579
14.14 -2.54859 1.97072 0.0844005 0.0258017
14.15 -2.55568 1.99289 0.0832161 0.029398
14.16 -2.55788 2.01125 0.0818786 0.0329402
14.17 -2.55521 2.02578 0.0803903 0.0364218
14.18 -2.54766 2.03644 0.0787541 0.0398363
14.19 -2.53524 2.04322 0.0769729 0.0431775
14.2 -2.51799 2.04609 0.0750501 0.0464392
14.21 -2.49593 2.04507 0.0729891 0.0496155
14.22 -2.46911 2.04013 0.0707938 0.0527005
14.23 -2.43758 2.03131 0.0684682 0.0556884
14.24 -2.4014 2.01861 0.0660166 0.0585739
14.25 -2.36063 2.00206 0.0634435 0.0613515
14.26 -2.31536 1.98168 0.0607535 0.0640162
14.27 -2.26566 1.95753 0.0579518 0.0665631
14.28 -2.21165 1.92963 0.0550434 0.0689875
14.29 -2.15341 1.89806 0.0520337 0.0712849
14.3 -2.09107 1.86286 0.0489282 0.0734511
14.31 -2.02473 1.82411 0.0457327 0.0754821
14.32 -1.95453 1.78188 0.042453 0.0773742
14.33 -1.8806 1.73625 0.0390951 0.0791238
14.34 -1.80309 1.6873 0.0356653 0.0807278
14.35 -1.72213 1.63513 0.0321699 0.0821833
14.36 -1.63788 1.57984 0.0286152 0.0834874
14.37 -1.55051 1.52154 0.0250079 0.0846379
14.38 -1.46018 1.46034 0.0213545 0.0856326
14.39 -1.36706 1.39634 0.0176618 0.0864697
14.4 -1.27133 1.32969 0.0139367 0.0871477
14.41 -1.17318 1.26049 0.0101858 0.0876652
14.42 -1.07279 1.18889 0.00641626 0.0880214
14.43 -0.970351 1.11502 0.00263487 0.0882155
14.44 -0.86606 1.03902 -0.00115137 0.0882473
14.45 -0.760117 0.961043 -0.00493549 0.0881167
14.46 -0.652723 0.881229 -0.00871053 0.0878238
14.47 -0.544084 0.799733 -0.0124695 0.0873693
14.48 -0.434406 0.716711 -0.0162056 0.086754
14.49 -0.323899 0.632321 -0.0199118 0.085979
14.5 -0.212774 0.546724 -0.0235814 0.0850458
14.51 -0.101243 0.460084 -0.0272075 0.083956
14.52 0.0104816 0.372566 -0.0307836 0.0827116
14.53 0.122186 0.284336 -0.034303 0.0813151
14.54 0.233657 0.195565 -0.0377593 0.0797688
14.55 0.344682 0.10642 -0.0411461 0.0780757
14.56 0.45505 0.0170716 -0.0444571 0.0762389
14.57 0.564549 -0.0723091 -0.0476864 0.0742618
14.58 0.67297 -0.161552 -0.0508278 0.072148
14.59 0.780108 -0.250486 -0.0538757 0.0699014
14.6 0.885756 -0.338942 -0.0568244 0.0675261
14.61 0.989714 -0.426752 -0.0596685 0.0650265
14.62 1.09178 -0.513747 -0.0624028 0.0624072
14.63 1.19177 -0.599762 -0.0650222 0.0596731
14.64 1.28948 -0.684632 -0.0675219 0.0568291
14.65 1.38473 -0.768195 -0.0698973 0.0538805
14.66 1.47734 -0.850293 -0.0721441 0.0508327
14.67 1.56713 -0.930767 -0.0742581 0.0476913
14.68 1.65393 -1.00947 -0.0762354 0.0444622
14.69 1.73757 -1.08624 -0.0780723 0.0411512
14.7 1.81789 -1.16094 -0.0797656 0.0377645
14.71 1.89475 -1.23342 -0.081312 0.0343082
14.72 1.96799 -1.30355 -0.0827087 0.0307889
14.73 2.03748 -1.37119 -0.0839532 0.0272128
14.74 2.10307 -1.43622 -0.0850432 0.0235866
14.75 2.16466 -1.4985 -0.0859766 0.019917
14.76 2.22211 -1.55793 -0.0867517 0.0162108
14.77 2.27532 -1.61438 -0.0873672 0.0124747
14.78 2.32419 -1.66775 -0.0878218 0.00871566
14.79 2.36862 -1.71794 -0.0881148 0.00494057
14.8 2.40853 -1.76485 -0.0882456 0.00115639
14.81 2.44385 -1.80839 -0.0882139 -0.00262993
14.82 2.4745 -1.84848 -0.0880199 -0.0064114
14.83 2.50044 -1.88504 -0.0876638 -0.0101811
14.84 2.52159 -1.91801 -0.0871464 -0.013932
14.85 2.53794 -1.94731 -0.0864685 -0.0176573
14.86 2.54944 -1.9729 -0.0856315 -0.0213501
14.87 2.55608 -1.99472 -0.0846368 -0.0250035
14.88 2.55784 -2.01274 -0.0834863 -0.028611
14.89 2.55472 -2.02692 -0.0821822 -0.0321658
