r, Channel 1, Channel 2
33.42, 0.0201049, 0.00604741
33.43, 0.0197233, 0.00600816
33.44, 0.0193385, 0.00596788
33.45, 0.0189503, 0.00592656
33.46, 0.018559, 0.00588423
33.47, 0.0181645, 0.00584087
33.48, 0.017767, 0.0057965
33.49, 0.0173665, 0.00575114
33.5, 0.016963, 0.00570477
33.51, 0.0165567, 0.00565743
33.52, 0.0161475, 0.0056091
33.53, 0.0157357, 0.00555981
33.54, 0.0153212, 0.00550955
33.55, 0.0149041, 0.00545834
33.56, 0.0144844, 0.00540619
33.57, 0.0140623, 0.00535311
33.58, 0.0136379, 0.0052991
33.59, 0.0132111, 0.00524418
33.6, 0.0127821, 0.00518835
33.61, 0.0123509, 0.00513162
33.62, 0.0119176, 0.00507401
33.63, 0.0114823, 0.00501552
33.64, 0.0110451, 0.00495617
33.65, 0.010606, 0.00489595
33.66, 0.010165, 0.0048349
33.67, 0.00972238, 0.00477301
33.68, 0.00927807, 0.00471029
33.69, 0.00883218, 0.00464676
33.7, 0.00838477, 0.00458243
33.71, 0.00793594, 0.0045173
33.72, 0.00748574, 0.0044514
33.73, 0.00703427, 0.00438473
33.74, 0.00658158, 0.0043173
33.75, 0.00612776, 0.00424912
33.76, 0.00567288, 0.00418021
33.77, 0.00521702, 0.00411058
33.78, 0.00476026, 0.00404024
33.79, 0.00430267, 0.0039692
33.8, 0.00384432, 0.00389747
33.81, 0.00338529, 0.00382508
33.82, 0.00292567, 0.00375202
33.83, 0.00246552, 0.00367831
33.84, 0.00200492, 0.00360396
33.85, 0.00154394, 0.003529
33.86, 0.00108268, 0.00345342
33.87, 0.000621193, 0.00337724
33.88, 0.000159566, 0.00330049
33.89, -0.000302127, 0.00322316
33.9, -0.000763808, 0.00314527
33.91, -0.0012254, 0.00306684
33.92, -0.00168683, 0.00298788
33.93, -0.00214802, 0.0029084
33.94, -0.00260889, 0.00282841
33.95, -0.00306936, 0.00274794
33.96, -0.00352937, 0.00266699
33.97, -0.00398883, 0.00258558
33.98, -0.00444766, 0.00250372
33.99, -0.0049058, 0.00242143
34, -0.00536316, 0.00233872
34.01, -0.00581967, 0.0022556
34.02, -0.00627526, 0.00217209
34.03, -0.00672984, 0.0020882
34.04, -0.00718335, 0.00200395
34.05, -0.00763571, 0.00191935
34.06, -0.00808684, 0.00183441
34.07, -0.00853666, 0.00174916
34.08, -0.00898512, 0.0016636
34.09, -0.00943212, 0.00157775
34.1, -0.00987759, 0.00149162
34.11, -0.0103215, 0.00140523
34.12, -0.0107637, 0.0013186
34.13, -0.0112041, 0.00123174
34.14, -0.0116428, 0.00114465
34.15, -0.0120796, 0.00105737
34.16, -0.0125144, 0.000969901
34.17, -0.0129471, 0.000882259
34.18, -0.0133778, 0.000794459
34.19, -0.0138063, 0.000706518
34.2, -0.0142325, 0.000618449
34.21, -0.0146564, 0.000530269
34.22, -0.0150779, 0.000441991
34.23, -0.015497, 0.000353632
34.24, -0.0159136, 0.000265205
34.25, -0.0163275, 0.000176727
34.26, -0.0167388, 8.82123e-05
34.27, -0.0171474, -3.24197e-07
34.28, -0.0175531, -8.88673e-05
34.29, -0.017956, -0.000177402
34.3, -0.018356, -0.000265913
34.31, -0.018753, -0.000354385
34.32, -0.0191469, -0.000442803
34.33, -0.0195376, -0.000531153
34.34, -0.0199252, -0.000619419
34.35, -0.0203096, -0.000707586
34.36, -0.0206906, -0.000795639
34.37, -0.0210682, -0.000883563
34.38, -0.0214424, -0.000971343
34.39, -0.0218131, -0.00105896
34.4, -0.0221802, -0.00114641
34.41, -0.0225437, -0.00123367
34.42, -0.0229034, -0.00132073
34.43, -0.0232595, -0.00140756
34.44, -0.0236117, -0.00149417
34.45, -0.0239601, -0.00158053
34.46, -0.0243046, -0.00166662
34.47, -0.0246451, -0.00175244
34.48, -0.0249815, -0.00183796
34.49, -0.0253139, -0.00192318
34.5, -0.0256421, -0.00200808
34.51, -0.0259661, -0.00209265
34.52, -0.0262859, -0.00217686
34.53, -0.0266014, -0.00226071
34.54, -0.0269125, -0.00234419
34.55, -0.0272192, -0.00242727
34.56, -0.0275214, -0.00250994
34.57, -0.0278192, -0.0025922
34.58, -0.0281124, -0.00267402
34.59, -0.028401, -0.00275539
34.6, -0.0286849, -0.0028363
34.61, -0.0289642, -0.00291673
34.62, -0.0292387, -0.00299668
34.63, -0.0295084, -0.00307612
34.64, -0.0297732, -0.00315504
34.65, -0.0300333, -0.00323344
34.66, -0.0302883, -0.00331129
34.67, -0.0305385, -0.00338859
34.68, -0.0307836, -0.00346532
34.69, -0.0310237, -0.00354146
34.7, -0.0312587, -0.00361701
34.71, -0.0314886, -0.00369195
34.72, -0.0317133, -0.00376627
34.73, -0.0319328, -0.00383996
34.74, -0.0321471, -0.003913
34.75, -0.0323561, -0.00398538
34.76, -0.0325599, -0.00405709
34.77, -0.0327583, -0.00412812
34.78, -0.0329513, -0.00419845
34.79, -0.033139, -0.00426808
34.8, -0.0333212, -0.00433699
34.81, -0.0334979, -0.00440517
34.82, -0.0336692, -0.0044726
34.83, -0.033835, -0.00453929
34.84, -0.0339952, -0.0046052
34.85, -0.0341498, -0.00467035
34.86, -0.0342989, -0.0047347
34.87, -0.0344423, -0.00479826
34.88, -0.0345801, -0.00486101
34.89, -0.0347122, -0.00492294
34.9, -0.0348386, -0.00498404
34.91, -0.0349594, -0.0050443
34.92, -0.0350744, -0.00510371
34.93, -0.0351836, -0.00516226
34.94, -0.0352871, -0.00521994
34.95, -0.0353848, -0.00527674
34.96, -0.0354767, -0.00533265
34.97, -0.0355629, -0.00538766
34.98, -0.0356431, -0.00544176
34.99, -0.0357176, -0.00549495
35, -0.0357862, -0.00554721
35.01, -0.0358489, -0.00559853
35.02, -0.0359057, -0.00564891
35.03, -0.0359567, -0.00569833
35.04, -0.0360018, -0.0057468
35.05, -0.036041, -0.00579429
35.06, -0.0360743, -0.00584081
35.07, -0.0361016, -0.00588634
35.08, -0.0361231, -0.00593088
35.09, -0.0361386, -0.00597442
35.1, -0.0361482, -0.00601695
35.11, -0.0361519, -0.00605847
35.12, -0.0361497, -0.00609896
35.13, -0.0361415, -0.00613842
35.14, -0.0361274, -0.00617685
35.15, -0.0361074, -0.00621423
35.16, -0.0360815, -0.00625057
35.17, -0.0360497, -0.00628585
35.18, -0.036012, -0.00632007
35.19, -0.0359683, -0.00635322
35.2, -0.0359188, -0.0063853
35.21, -0.0358634, -0.00641631
35.22, -0.0358021, -0.00644623
35.23, -0.0357349, -0.00647506
35.24, -0.0356619, -0.00650279
35.25, -0.035583, -0.00652943
35.26, -0.0354983, -0.00655497
35.27, -0.0354078, -0.0065794
35.28, -0.0353115, -0.00660272
35.29, -0.0352093, -0.00662492
35.3, -0.0351015, -0.00664601
35.31, -0.0349878, -0.00666597
35.32, -0.0348684, -0.0066848
35.33, -0.0347433, -0.00670251
35.34, -0.0346125, -0.00671909
35.35, -0.0344761, -0.00673452
35.36, -0.0343339, -0.00674883
35.37, -0.0341862, -0.00676199
35.38, -0.0340328, -0.006774
35.39, -0.0338739, -0.00678488
35.4, -0.0337093, -0.0067946
35.41, -0.0335393, -0.00680318
35.42, -0.0333638, -0.00681061
35.43, -0.0331828, -0.00681689
35.44, -0.0329963, -0.00682201
35.45, -0.0328044, -0.00682598
35.46, -0.0326071, -0.0068288
35.47, -0.0324045, -0.00683046
35.48, -0.0321966, -0.00683097
35.49, -0.0319834, -0.00683032
35.5, -0.0317649, -0.00682852
35.51, -0.0315412, -0.00682556
35.52, -0.0313123, -0.00682145
35.53, -0.0310783, -0.00681618
35.54, -0.0308392, -0.00680976
35.55, -0.030595, -0.00680219
35.56, -0.0303458, -0.00679346
35.57, -0.0300916, -0.00678359
35.58, -0.0298324, -0.00677257
35.59, -0.0295684, -0.0067604
35.6, -0.0292995, -0.00674709
35.61, -0.0290257, -0.00673263
35.62, -0.0287472, -0.00671704
35.63, -0.028464, -0.0067003
35.64, -0.028176, -0.00668244
35.65, -0.0278835, -0.00666344
35.66, -0.0275863, -0.00664331
35.67, -0.0272846, -0.00662205
35.68, -0.0269784, -0.00659968
35.69, -0.0266678, -0.00657618
35.7, -0.0263528, -0.00655157
35.71, -0.0260334, -0.00652585
35.72, -0.0257098, -0.00649903
35.73, -0.0253819, -0.0064711
35.74, -0.0250498, -0.00644207
35.75, -0.0247135, -0.00641195
35.76, -0.0243732, -0.00638075
35.77, -0.0240289, -0.00634846
35.78, -0.0236806, -0.00631509
35.79, -0.0233284, -0.00628065
35.8, -0.0229724, -0.00624515
35.81, -0.0226125, -0.00620858
35.82, -0.0222489, -0.00617096
35.83, -0.0218816, -0.00613229
35.84, -0.0215107, -0.00609258
35.85, -0.0211363, -0.00605184
35.86, -0.0207583, -0.00601006
35.87, -0.0203769, -0.00596727
35.88, -0.0199921, -0.00592346
35.89, -0.019604, -0.00587864
35.9, -0.0192126, -0.00583282
35.91, -0.0188181, -0.00578601
35.92, -0.0184204, -0.00573822
35.93, -0.0180197, -0.00568944
35.94, -0.0176159, -0.0056397
35.95, -0.0172093, -0.005589
35.96, -0.0167997, -0.00553735
35.97, -0.0163874, -0.00548475
35.98, -0.0159723, -0.00543122
35.99, -0.0155545, -0.00537676
36, -0.0151342, -0.00532138
36.01, -0.0147113, -0.00526509
36.02, -0.0142859, -0.00520791
36.03, -0.0138582, -0.00514984
36.04, -0.0134281, -0.00509088
36.05, -0.0129957, -0.00503106
36.06, -0.0125612, -0.00497038
36.07, -0.0121245, -0.00490884
36.08, -0.0116858, -0.00484647
36.09, -0.0112452, -0.00478327
36.1, -0.0108026, -0.00471924
36.11, -0.0103581, -0.00465441
36.12, -0.00991195, -0.00458878
36.13, -0.00946406, -0.00452237
36.14, -0.00901456, -0.00445518
36.15, -0.0085635, -0.00438722
36.16, -0.00811097, -0.00431851
36.17, -0.00765703, -0.00424906
36.18, -0.00720177, -0.00417887
36.19, -0.00674524, -0.00410797
36.2, -0.00628754, -0.00403636
36.21, -0.00582872, -0.00396405
36.22, -0.00536887, -0.00389106
36.23, -0.00490805, -0.0038174
36.24, -0.00444635, -0.00374308
36.25, -0.00398383, -0.00366811
36.26, -0.00352058, -0.00359251
36.27, -0.00305666, -0.00351628
36.28, -0.00259215, -0.00343945
36.29, -0.00212713, -0.00336202
36.3, -0.00166166, -0.003284
36.31, -0.00119583, -0.00320542
36.32, -0.000729715, -0.00312627
36.33, -0.00026338, -0.00304659
36.34, 0.000203095, -0.00296636
36.35, 0.000669635, -0.00288563
36.36, 0.00113616, -0.00280438
36.37, 0.00160261, -0.00272265
36.38, 0.00206889, -0.00264043
36.39, 0.00253494, -0.00255775
36.4, 0.00300068, -0.00247462
36.41, 0.00346604, -0.00239106
36.42, 0.00393093, -0.00230707
36.43, 0.00439529, -0.00222267
36.44, 0.00485904, -0.00213788
36.45, 0.00532211, -0.00205271
36.46, 0.00578442, -0.00196716
36.47, 0.00624589, -0.00188127
36.48, 0.00670646, -0.00179504
36.49, 0.00716604, -0.00170848
36.5, 0.00762457, -0.00162162
36.51, 0.00808198, -0.00153445
36.52, 0.00853817, -0.00144701
36.53, 0.0089931, -0.0013593
36.54, 0.00944667, -0.00127134
36.55, 0.00989882, -0.00118314
36.56, 0.0103495, -0.00109472
36.57, 0.0107986, -0.00100609
36.58, 0.011246, -0.000917272
36.59, 0.0116917, -0.000828271
36.6, 0.0121357, -0.000739107
36.61, 0.0125778, -0.000649794
36.62, 0.013018, -0.000560347
36.63, 0.0134561, -0.00047078
36.64, 0.0138922, -0.000381109
36.65, 0.0143262, -0.000291349
36.66, 0.014758, -0.000201514
36.67, 0.0151874, -0.00011162
36.68, 0.0156146, -2.16807e-05
36.69, 0.0160393, 6.82882e-05
36.7, 0.0164615, 0.000158272
36.71, 0.0168812, 0.000248255
36.72, 0.0172983, 0.000338223
36.73, 0.0177127, 0.000428161
36.74, 0.0181243, 0.000518054
36.75, 0.0185331, 0.000607887
36.76, 0.018939, 0.000697645
36.77, 0.019342, 0.000787314
36.78, 0.0197419, 0.000876877
36.79, 0.0201388, 0.00096632
36.8, 0.0205325, 0.00105563
36.81, 0.0209231, 0.00114479
36.82, 0.0213103, 0.00123378
36.83, 0.0216942, 0.0013226
36.84, 0.0220748, 0.00141122
36.85, 0.0224518, 0.00149964
36.86, 0.0228254, 0.00158783
36.87, 0.0231954, 0.00167578
36.88, 0.0235617, 0.00176348
36.89, 0.0239243, 0.00185091
36.9, 0.0242832, 0.00193806
36.91, 0.0246383, 0.00202491
36.92, 0.0249895, 0.00211145
36.93, 0.0253368, 0.00219767
36.94, 0.0256801, 0.00228355
36.95, 0.0260193, 0.00236907
36.96, 0.0263545, 0.00245422
36.97, 0.0266855, 0.002539
36.98, 0.0270123, 0.00262337
36.99, 0.0273349, 0.00270734
37, 0.0276531, 0.00279088
37.01, 0.027967, 0.00287398
37.02, 0.0282765, 0.00295663
37.03, 0.0285816, 0.00303881
37.04, 0.0288821, 0.00312051
37.05, 0.0291781, 0.00320172
37.06, 0.0294694, 0.00328242
37.07, 0.0297562, 0.00336259
37.08, 0.0300382, 0.00344224
37.09, 0.0303155, 0.00352134
37.1, 0.030588, 0.00359987
37.11, 0.0308556, 0.00367783
37.12, 0.0311184, 0.00375521
37.13, 0.0313763, 0.00383198
37.14, 0.0316292, 0.00390814
37.15, 0.0318771, 0.00398368
37.16, 0.0321199, 0.00405858
37.17, 0.0323577, 0.00413282
37.18, 0.0325904, 0.0042064
37.19, 0.0328179, 0.00427931
37.2, 0.0330402, 0.00435153
37.21, 0.0332572, 0.00442305
37.22, 0.033469, 0.00449385
37.23, 0.0336755, 0.00456394
37.24, 0.0338767, 0.00463328
37.25, 0.0340725, 0.00470188
37.26, 0.0342629, 0.00476972
37.27, 0.0344479, 0.00483679
37.28, 0.0346274, 0.00490308
37.29, 0.0348014, 0.00496857
37.3, 0.0349699, 0.00503326
37.31, 0.0351329, 0.00509713
37.32, 0.0352903, 0.00516018
37.33, 0.035442, 0.00522239
37.34, 0.0355882, 0.00528376
37.35, 0.0357287, 0.00534427
37.36, 0.0358635, 0.00540391
37.37, 0.0359927, 0.00546267
37.38, 0.0361161, 0.00552055
37.39, 0.0362338, 0.00557752
37.4, 0.0363457, 0.00563359
37.41, 0.0364519, 0.00568875
37.42, 0.0365522, 0.00574298
37.43, 0.0366468, 0.00579627
37.44, 0.0367355, 0.00584862
37.45, 0.0368184, 0.00590001
37.46, 0.0368954, 0.00595044
37.47, 0.0369665, 0.00599991
37.48, 0.0370318, 0.00604839
37.49, 0.0370912, 0.00609589
37.5, 0.0371447, 0.00614239
37.51, 0.0371922, 0.00618788
37.52, 0.0372339, 0.00623237
37.53, 0.0372696, 0.00627584
37.54, 0.0372994, 0.00631828
37.55, 0.0373232, 0.00635968
37.56, 0.0373411, 0.00640005
37.57, 0.037353, 0.00643937
37.58, 0.037359, 0.00647763
37.59, 0.037359, 0.00651483
37.6, 0.0373531, 0.00655097
37.61, 0.0373412, 0.00658603
37.62, 0.0373234, 0.00662001
37.63, 0.0372996, 0.0066529
37.64, 0.0372699, 0.00668471
37.65, 0.0372342, 0.00671541
37.66, 0.0371925, 0.00674501
37.67, 0.037145, 0.00677351
37.68, 0.0370915, 0.00680089
37.69, 0.037032, 0.00682715
37.7, 0.0369667, 0.00685229
37.71, 0.0368954, 0.00687631
37.72, 0.0368183, 0.00689919
37.73, 0.0367353, 0.00692094
37.74, 0.0366463, 0.00694154
37.75, 0.0365516, 0.00696101
37.76, 0.036451, 0.00697933
37.77, 0.0363445, 0.00699649
37.78, 0.0362323, 0.00701251
37.79, 0.0361142, 0.00702736
37.8, 0.0359904, 0.00704106
37.81, 0.0358608, 0.0070536
37.82, 0.0357254, 0.00706497
37.83, 0.0355844, 0.00707518
37.84, 0.0354376, 0.00708421
37.85, 0.0352852, 0.00709208
37.86, 0.0351271, 0.00709877
37.87, 0.0349633, 0.00710429
37.88, 0.034794, 0.00710864
37.89, 0.0346191, 0.00711181
37.9, 0.0344386, 0.0071138
37.91, 0.0342526, 0.00711462
37.92, 0.034061, 0.00711425
37.93, 0.0338641, 0.00711271
37.94, 0.0336616, 0.00710999
37.95, 0.0334538, 0.00710609
37.96, 0.0332406, 0.00710101
37.97, 0.033022, 0.00709476
37.98, 0.0327982, 0.00708732
37.99, 0.032569, 0.00707871
38, 0.0323346, 0.00706893
38.01, 0.0320951, 0.00705797
38.02, 0.0318503, 0.00704583
38.03, 0.0316004, 0.00703253
38.04, 0.0313454, 0.00701805
38.05, 0.0310854, 0.00700241
38.06, 0.0308203, 0.00698561
38.07, 0.0305503, 0.00696763
38.08, 0.0302753, 0.0069485
38.09, 0.0299955, 0.00692821
38.1, 0.0297108, 0.00690677
38.11, 0.0294213, 0.00688417
38.12, 0.029127, 0.00686043
38.13, 0.028828, 0.00683554
38.14, 0.0285244, 0.00680951
38.15, 0.0282161, 0.00678234
38.16, 0.0279033, 0.00675404
38.17, 0.027586, 0.00672461
38.18, 0.0272641, 0.00669405
38.19, 0.0269379, 0.00666237
38.2, 0.0266073, 0.00662958
38.21, 0.0262723, 0.00659568
38.22, 0.0259331, 0.00656067
38.23, 0.0255897, 0.00652456
38.24, 0.0252421, 0.00648736
38.25, 0.0248904, 0.00644907
38.26, 0.0245346, 0.00640969
38.27, 0.0241749, 0.00636924
38.28, 0.0238111, 0.00632772
38.29, 0.0234435, 0.00628513
38.3, 0.0230721, 0.00624149
38.31, 0.0226969, 0.00619679
38.32, 0.022318, 0.00615105
38.33, 0.0219354, 0.00610428
38.34, 0.0215493, 0.00605647
38.35, 0.0211595, 0.00600765
38.36, 0.0207664, 0.0059578
38.37, 0.0203698, 0.00590695
38.38, 0.0199698, 0.00585511
38.39, 0.0195666, 0.00580227
38.4, 0.0191601, 0.00574845
38.41, 0.0187505, 0.00569365
38.42, 0.0183377, 0.00563789
38.43, 0.0179219, 0.00558117
38.44, 0.0175032, 0.00552351
38.45, 0.0170815, 0.0054649
38.46, 0.016657, 0.00540537
38.47, 0.0162298, 0.00534491
38.48, 0.0157998, 0.00528355
38.49, 0.0153672, 0.00522128
38.5, 0.014932, 0.00515813
38.51, 0.0144943, 0.00509409
38.52, 0.0140541, 0.00502918
38.53, 0.0136116, 0.00496341
38.54, 0.0131668, 0.00489679
38.55, 0.0127198, 0.00482933
38.56, 0.0122706, 0.00476105
38.57, 0.0118193, 0.00469194
38.58, 0.011366, 0.00462203
38.59, 0.0109107, 0.00455132
38.6, 0.0104536, 0.00447982
38.61, 0.00999461, 0.00440755
38.62, 0.00953393, 0.00433452
38.63, 0.00907158, 0.00426074
38.64, 0.00860764, 0.00418622
38.65, 0.00814219, 0.00411098
38.66, 0.00767529, 0.00403502
38.67, 0.00720702, 0.00395836
38.68, 0.00673744, 0.003881
38.69, 0.00626664, 0.00380297
38.7, 0.00579469, 0.00372427
38.71, 0.00532167, 0.00364492
38.72, 0.00484763, 0.00356493
38.73, 0.00437267, 0.00348432
38.74, 0.00389685, 0.00340308
38.75, 0.00342025, 0.00332125
38.76, 0.00294295, 0.00323883
38.77, 0.00246501, 0.00315583
38.78, 0.00198651, 0.00307227
38.79, 0.00150754, 0.00298816
38.8, 0.00102816, 0.00290352
38.81, 0.000548441, 0.00281836
38.82, 6.84707e-05, 0.00273269
38.83, -0.000411681, 0.00264652
38.84, -0.000891938, 0.00255987
38.85, -0.00137223, 0.00247276
38.86, -0.00185247, 0.0023852
38.87, -0.00233259, 0.0022972
38.88, -0.00281252, 0.00220877
38.89, -0.00329217, 0.00211994
38.9, -0.00377148, 0.00203071
38.91, -0.00425037, 0.00194109
38.92, -0.00472876, 0.00185112
38.93, -0.00520658, 0.00176079
38.94, -0.00568375, 0.00167012
38.95, -0.0061602, 0.00157913
38.96, -0.00663585, 0.00148783
38.97, -0.00711063, 0.00139624
38.98, -0.00758446, 0.00130437
38.99, -0.00805727, 0.00121224
39, -0.00852899, 0.00111986
39.01, -0.00899954, 0.00102724
39.02, -0.00946884, 0.000934409
39.03, -0.00993682, 0.000841371
39.04, -0.0104034, 0.000748146
39.05, -0.0108685, 0.000654746
39.06, -0.0113321, 0.000561189
39.07, -0.0117941, 0.000467489
39.08, -0.0122544, 0.00037366
39.09, -0.0127129, 0.000279719
39.1, -0.0131697, 0.000185681
39.11, -0.0136245, 9.15608e-05
39.12, -0.0140773, -2.62625e-06
39.13, -0.0145281, -9.68647e-05
39.14, -0.0149768, -0.000191139
39.15, -0.0154233, -0.000285435
39.16, -0.0158675, -0.000379735
39.17, -0.0163094, -0.000474026
39.18, -0.0167489, -0.000568291
39.19, -0.0171859, -0.000662516
39.2, -0.0176204, -0.000756684
39.21, -0.0180523, -0.000850781
39.22, -0.0184816, -0.000944791
39.23, -0.0189081, -0.0010387
39.24, -0.0193317, -0.00113249
39.25, -0.0197525, -0.00122615
39.26, -0.0201704, -0.00131966
39.27, -0.0205853, -0.001413
39.28, -0.020997, -0.00150617
39.29, -0.0214057, -0.00159914
39.3, -0.0218111, -0.0016919
39.31, -0.0222133, -0.00178444
39.32, -0.0226121, -0.00187674
39.33, -0.0230076, -0.00196879
39.34, -0.0233996, -0.00206056
39.35, -0.023788, -0.00215205
39.36, -0.0241729, -0.00224324
39.37, -0.0245541, -0.00233412
39.38, -0.0249317, -0.00242466
39.39, -0.0253054, -0.00251486
39.4, -0.0256754, -0.0026047
39.41, -0.0260414, -0.00269416
39.42, -0.0264036, -0.00278324
39.43, -0.0267617, -0.00287191
39.44, -0.0271157, -0.00296016
39.45, -0.0274657, -0.00304798
39.46, -0.0278115, -0.00313536
39.47, -0.028153, -0.00322226
39.48, -0.0284903, -0.0033087
39.49, -0.0288232, -0.00339464
39.5, -0.0291518, -0.00348008
39.51, -0.0294759, -0.003565
39.52, -0.0297955, -0.00364938
39.53, -0.0301106, -0.00373322
39.54, -0.0304211, -0.00381649
39.55, -0.030727, -0.00389919
39.56, -0.0310281, -0.00398131
39.57, -0.0313245, -0.00406281
39.58, -0.0316162, -0.00414371
39.59, -0.0319029, -0.00422397
39.6, -0.0321849, -0.00430359
39.61, -0.0324618, -0.00438256
39.62, -0.0327339, -0.00446085
39.63, -0.0330008, -0.00453846
39.64, -0.0332628, -0.00461538
39.65, -0.0335196, -0.00469159
39.66, -0.0337713, -0.00476708
39.67, -0.0340178, -0.00484183
39.68, -0.0342591, -0.00491584
39.69, -0.0344951, -0.00498908
39.7, -0.0347258, -0.00506156
39.71, -0.0349512, -0.00513326
39.72, -0.0351712, -0.00520415
39.73, -0.0353858, -0.00527424
39.74, -0.0355949, -0.00534352
39.75, -0.0357985, -0.00541196
39.76, -0.0359967, -0.00547956
39.77, -0.0361893, -0.0055463
39.78, -0.0363763, -0.00561218
39.79, -0.0365576, -0.00567718
39.8, -0.0367334, -0.0057413
39.81, -0.0369035, -0.00580452
39.82, -0.0370678, -0.00586682
39.83, -0.0372265, -0.00592821
39.84, -0.0373794, -0.00598867
39.85, -0.0375265, -0.00604819
39.86, -0.0376678, -0.00610675
39.87, -0.0378033, -0.00616436
39.88, -0.0379329, -0.00622099
39.89, -0.0380567, -0.00627665
39.9, -0.0381745, -0.00633131
39.91, -0.0382865, -0.00638498
39.92, -0.0383925, -0.00643763
39.93, -0.0384925, -0.00648927
39.94, -0.0385866, -0.00653988
39.95, -0.0386747, -0.00658946
39.96, -0.0387568, -0.00663799
39.97, -0.0388328, -0.00668547
39.98, -0.0389028, -0.00673188
39.99, -0.0389668, -0.00677723
40, -0.0390248, -0.0068215
40.01, -0.0390766, -0.00686469
40.02, -0.0391224, -0.00690678
40.03, -0.0391621, -0.00694777
40.04, -0.0391957, -0.00698765
40.05, -0.0392231, -0.00702642
40.06, -0.0392445, -0.00706407
40.07, -0.0392598, -0.00710059
40.08, -0.0392689, -0.00713597
40.09, -0.0392719, -0.00717022
40.1, -0.0392688, -0.00720331
40.11, -0.0392595, -0.00723525
40.12, -0.0392441, -0.00726604
40.13, -0.0392226, -0.00729565
40.14, -0.039195, -0.0073241
40.15, -0.0391612, -0.00735137
40.16, -0.0391213, -0.00737746
40.17, -0.0390753, -0.00740236
40.18, -0.0390232, -0.00742607
40.19, -0.0389649, -0.00744858
40.2, -0.0389006, -0.0074699
40.21, -0.0388301, -0.00749001
40.22, -0.0387536, -0.00750891
40.23, -0.038671, -0.0075266
40.24, -0.0385823, -0.00754308
40.25, -0.0384876, -0.00755833
40.26, -0.0383868, -0.00757237
40.27, -0.03828, -0.00758517
40.28, -0.0381672, -0.00759675
40.29, -0.0380484, -0.0076071
40.3, -0.0379235, -0.00761622
40.31, -0.0377928, -0.0076241
40.32, -0.0376561, -0.00763074
40.33, -0.0375134, -0.00763614
40.34, -0.0373648, -0.0076403
40.35, -0.0372104, -0.00764322
40.36, -0.0370501, -0.0076449
40.37, -0.0368839, -0.00764533
40.38, -0.0367119, -0.00764451
40.39, -0.0365341, -0.00764245
40.4, -0.0363506, -0.00763914
40.41, -0.0361612, -0.00763458
40.42, -0.0359662, -0.00762877
40.43, -0.0357655, -0.00762172
40.44, -0.0355591, -0.00761342
40.45, -0.0353471, -0.00760388
40.46, -0.0351295, -0.00759309
40.47, -0.0349063, -0.00758105
40.48, -0.0346776, -0.00756777
40.49, -0.0344433, -0.00755325
40.5, -0.0342036, -0.00753748
40.51, -0.0339585, -0.00752048
40.52, -0.033708, -0.00750224
40.53, -0.0334521, -0.00748276
40.54, -0.0331908, -0.00746206
40.55, -0.0329243, -0.00744012
40.56, -0.0326525, -0.00741695
40.57, -0.0323756, -0.00739256
40.58, -0.0320934, -0.00736695
40.59, -0.0318062, -0.00734012
40.6, -0.0315138, -0.00731207
40.61, -0.0312164, -0.00728281
40.62, -0.030914, -0.00725235
40.63, -0.0306066, -0.00722068
40.64, -0.0302944, -0.00718782
40.65, -0.0299773, -0.00715376
40.66, -0.0296553, -0.0071185
40.67, -0.0293286, -0.00708207
40.68, -0.0289972, -0.00704445
40.69, -0.0286611, -0.00700567
40.7, -0.0283204, -0.00696571
40.71, -0.0279752, -0.00692458
40.72, -0.0276254, -0.00688231
40.73, -0.0272711, -0.00683887
40.74, -0.0269125, -0.0067943
40.75, -0.0265494, -0.00674858
40.76, -0.0261821, -0.00670173
40.77, -0.0258105, -0.00665376
40.78, -0.0254348, -0.00660467
40.79, -0.0250549, -0.00655446
40.8, -0.0246709, -0.00650315
40.81, -0.0242829, -0.00645075
40.82, -0.0238909, -0.00639725
40.83, -0.023495, -0.00634267
40.84, -0.0230953, -0.00628702
40.85, -0.0226918, -0.00623031
40.86, -0.0222845, -0.00617254
40.87, -0.0218737, -0.00611372
40.88, -0.0214592, -0.00605386
40.89, -0.0210411, -0.00599297
40.9, -0.0206196, -0.00593105
40.91, -0.0201947, -0.00586813
40.92, -0.0197664, -0.0058042
40.93, -0.0193348, -0.00573928
40.94, -0.0189, -0.00567338
40.95, -0.0184621, -0.0056065
40.96, -0.0180211, -0.00553866
40.97, -0.017577, -0.00546986
40.98, -0.0171301, -0.00540012
40.99, -0.0166802, -0.00532945
41, -0.0162275, -0.00525786
41.01, -0.015772, -0.00518535
41.02, -0.0153139, -0.00511195
41.03, -0.0148532, -0.00503765
41.04, -0.0143899, -0.00496248
41.05, -0.0139241, -0.00488645
41.06, -0.013456, -0.00480955
41.07, -0.0129855, -0.00473182
41.08, -0.0125128, -0.00465325
41.09, -0.0120378, -0.00457387
41.1, -0.0115608, -0.00449368
41.11, -0.0110817, -0.00441269
41.12, -0.0106007, -0.00433092
41.13, -0.0101177, -0.00424838
41.14, -0.00963298, -0.00416509
41.15, -0.00914647, -0.00408105
41.16, -0.0086583, -0.00399628
41.17, -0.00816852, -0.00391079
41.18, -0.00767722, -0.0038246
41.19, -0.00718447, -0.00373771
41.2, -0.00669035, -0.00365015
41.21, -0.00619493, -0.00356192
