r, Channel 1, Channel 2, Channel 3, Channel 4, Channel 5
30.1, -0.100431, -0.563983, -0.407091, -0.0856404, -9.16883e-05
30.11, -0.0929106, -0.562789, -0.403559, -0.0782313, 0.0010331
30.12, -0.0853779, -0.561518, -0.399972, -0.0708092, 0.00215815
30.13, -0.0778344, -0.560173, -0.396332, -0.0633753, 0.00328332
30.14, -0.0702811, -0.558751, -0.392638, -0.0559303, 0.00440848
30.15, -0.0627189, -0.557255, -0.388891, -0.0484752, 0.00553347
30.16, -0.055149, -0.555684, -0.385092, -0.0410111, 0.00665815
30.17, -0.0475721, -0.554037, -0.38124, -0.0335387, 0.00778239
30.18, -0.0399894, -0.552316, -0.377338, -0.0260592, 0.00890603
30.19, -0.0324018, -0.55052, -0.373384, -0.0185733, 0.0100289
30.2, -0.0248103, -0.54865, -0.369379, -0.0110822, 0.011151
30.21, -0.017216, -0.546706, -0.365325, -0.00358672, 0.012272
30.22, -0.00961976, -0.544688, -0.36122, 0.00391216, 0.0133919
30.23, -0.00202262, -0.542597, -0.357067, 0.0114135, 0.0145104
30.24, 0.00557443, -0.540432, -0.352866, 0.0189163, 0.0156275
30.25, 0.0131704, -0.538194, -0.348616, 0.0264196, 0.0167431
30.26, 0.0207643, -0.535884, -0.344319, 0.0339225, 0.0178568
30.27, 0.0283551, -0.533501, -0.339976, 0.0414239, 0.0189688
30.28, 0.0359418, -0.531045, -0.335586, 0.048923, 0.0200787
30.29, 0.0435235, -0.528518, -0.33115, 0.0564187, 0.0211864
30.3, 0.0510991, -0.52592, -0.326669, 0.0639102, 0.0222918
30.31, 0.0586678, -0.52325, -0.322143, 0.0713963, 0.0233948
30.32, 0.0662283, -0.520509, -0.317574, 0.0788762, 0.0244952
30.33, 0.0737799, -0.517698, -0.312961, 0.0863489, 0.0255929
30.34, 0.0813215, -0.514816, -0.308305, 0.0938133, 0.0266877
30.35, 0.0888521, -0.511865, -0.303607, 0.101269, 0.0277795
30.36, 0.0963707, -0.508845, -0.298868, 0.108714, 0.0288681
30.37, 0.103876, -0.505755, -0.294088, 0.116148, 0.0299535
30.38, 0.111368, -0.502597, -0.289267, 0.12357, 0.0310354
30.39, 0.118845, -0.49937, -0.284406, 0.130979, 0.0321137
30.4, 0.126306, -0.496076, -0.279507, 0.138374, 0.0331884
30.41, 0.13375, -0.492715, -0.274569, 0.145754, 0.0342591
30.42, 0.141176, -0.489287, -0.269593, 0.153118, 0.0353259
30.43, 0.148584, -0.485792, -0.26458, 0.160465, 0.0363885
30.44, 0.155972, -0.482231, -0.259531, 0.167795, 0.0374469
30.45, 0.163339, -0.478605, -0.254445, 0.175105, 0.0385008
30.46, 0.170684, -0.474914, -0.249325, 0.182396, 0.0395502
30.47, 0.178007, -0.471158, -0.24417, 0.189666, 0.0405949
30.48, 0.185306, -0.467339, -0.238982, 0.196914, 0.0416348
30.49, 0.19258, -0.463455, -0.23376, 0.20414, 0.0426697
30.5, 0.19983, -0.459509, -0.228506, 0.211342, 0.0436995
30.51, 0.207052, -0.455501, -0.22322, 0.218519, 0.044724
30.52, 0.214248, -0.45143, -0.217903, 0.225671, 0.0457432
30.53, 0.221414, -0.447298, -0.212556, 0.232797, 0.0467569
30.54, 0.228552, -0.443106, -0.207179, 0.239895, 0.047765
30.55, 0.23566, -0.438853, -0.201774, 0.246964, 0.0487673
30.56, 0.242736, -0.43454, -0.19634, 0.254004, 0.0497636
30.57, 0.249781, -0.430168, -0.190879, 0.261015, 0.050754
30.58, 0.256792, -0.425738, -0.185391, 0.267993, 0.0517381
30.59, 0.26377, -0.42125, -0.179877, 0.27494, 0.052716
30.6, 0.270713, -0.416705, -0.174337, 0.281854, 0.0536874
30.61, 0.27762, -0.412103, -0.168774, 0.288733, 0.0546523
30.62, 0.284491, -0.407445, -0.163186, 0.295578, 0.0556104
30.63, 0.291324, -0.402731, -0.157576, 0.302387, 0.0565618
30.64, 0.298119, -0.397963, -0.151943, 0.309159, 0.0575062
30.65, 0.304875, -0.393141, -0.146289, 0.315894, 0.0584435
30.66, 0.31159, -0.388265, -0.140614, 0.32259, 0.0593736
30.67, 0.318265, -0.383337, -0.134919, 0.329247, 0.0602964
30.68, 0.324898, -0.378356, -0.129205, 0.335863, 0.0612117
30.69, 0.331488, -0.373324, -0.123472, 0.342438, 0.0621195
30.7, 0.338035, -0.368241, -0.117722, 0.34897, 0.0630195
30.71, 0.344537, -0.363108, -0.111954, 0.35546, 0.0639118
30.72, 0.350994, -0.357926, -0.106171, 0.361906, 0.0647961
30.73, 0.357404, -0.352695, -0.100372, 0.368307, 0.0656723
30.74, 0.363768, -0.347416, -0.0945591, 0.374662, 0.0665403
30.75, 0.370085, -0.34209, -0.0887321, 0.380971, 0.0674001
30.76, 0.376352, -0.336718, -0.0828921, 0.387232, 0.0682514
30.77, 0.382571, -0.3313, -0.0770399, 0.393445, 0.0690942
30.78, 0.388739, -0.325836, -0.0711762, 0.399609, 0.0699283
30.79, 0.394856, -0.320329, -0.065302, 0.405723, 0.0707537
30.8, 0.400921, -0.314778, -0.0594179, 0.411786, 0.0715702
30.81, 0.406934, -0.309185, -0.0535248, 0.417798, 0.0723777
30.82, 0.412893, -0.303549, -0.0476235, 0.423757, 0.0731761
30.83, 0.418799, -0.297873, -0.0417148, 0.429663, 0.0739653
30.84, 0.424649, -0.292156, -0.0357995, 0.435514, 0.0747452
30.85, 0.430444, -0.286399, -0.0298783, 0.441311, 0.0755156
30.86, 0.436182, -0.280604, -0.0239522, 0.447052, 0.0762765
30.87, 0.441864, -0.27477, -0.0180218, 0.452737, 0.0770278
30.88, 0.447487, -0.2689, -0.012088, 0.458364, 0.0777693
30.89, 0.453052, -0.262993, -0.00615168, 0.463933, 0.078501
30.9, 0.458558, -0.25705, -0.000213549, 0.469444, 0.0792227
30.91, 0.464003, -0.251073, 0.00572555, 0.474894, 0.0799344
30.92, 0.469388, -0.245062, 0.0116648, 0.480285, 0.0806359
30.93, 0.474712, -0.239018, 0.0176034, 0.485614, 0.0813271
30.94, 0.479973, -0.232941, 0.0235406, 0.490881, 0.082008
30.95, 0.485171, -0.226834, 0.0294755, 0.496086, 0.0826785
30.96, 0.490307, -0.220695, 0.0354073, 0.501227, 0.0833384
30.97, 0.495377, -0.214527, 0.0413352, 0.506304, 0.0839877
30.98, 0.500384, -0.20833, 0.0472584, 0.511316, 0.0846263
30.99, 0.505324, -0.202105, 0.0531761, 0.516263, 0.085254
31, 0.510199, -0.195853, 0.0590875, 0.521144, 0.0858709
31.01, 0.515007, -0.189575, 0.0649918, 0.525958, 0.0864767
31.02, 0.519748, -0.183271, 0.0708881, 0.530704, 0.0870715
31.03, 0.524421, -0.176943, 0.0767757, 0.535382, 0.0876551
31.04, 0.529025, -0.170591, 0.0826537, 0.539991, 0.0882275
31.05, 0.53356, -0.164216, 0.0885214, 0.54453, 0.0887885
31.06, 0.538026, -0.157819, 0.094378, 0.549, 0.0893381
31.07, 0.542421, -0.151402, 0.100223, 0.553398, 0.0898762
31.08, 0.546745, -0.144964, 0.106054, 0.557725, 0.0904028
31.09, 0.550998, -0.138507, 0.111873, 0.56198, 0.0909177
31.1, 0.555179, -0.132032, 0.117677, 0.566162, 0.0914209
31.11, 0.559288, -0.125539, 0.123465, 0.57027, 0.0919123
31.12, 0.563323, -0.119029, 0.129238, 0.574305, 0.0923918
31.13, 0.567285, -0.112505, 0.134994, 0.578265, 0.0928594
31.14, 0.571173, -0.105965, 0.140733, 0.582151, 0.093315
31.15, 0.574986, -0.0994113, 0.146453, 0.58596, 0.0937585
31.16, 0.578725, -0.0928449, 0.152154, 0.589694, 0.0941898
31.17, 0.582387, -0.0862664, 0.157835, 0.59335, 0.094609
31.18, 0.585974, -0.0796769, 0.163496, 0.59693, 0.0950159
31.19, 0.589485, -0.0730771, 0.169135, 0.600431, 0.0954105
31.2, 0.592918, -0.0664681, 0.174752, 0.603855, 0.0957927
31.21, 0.596274, -0.0598506, 0.180346, 0.607199, 0.0961624
31.22, 0.599553, -0.0532258, 0.185916, 0.610464, 0.0965197
31.23, 0.602753, -0.0465943, 0.191462, 0.61365, 0.0968643
31.24, 0.605874, -0.0399573, 0.196982, 0.616755, 0.0971964
31.25, 0.608917, -0.0333155, 0.202477, 0.61978, 0.0975158
31.26, 0.61188, -0.02667, 0.207945, 0.622723, 0.0978226
31.27, 0.614764, -0.0200215, 0.213385, 0.625585, 0.0981165
31.28, 0.617567, -0.0133711, 0.218796, 0.628364, 0.0983977
31.29, 0.62029, -0.00671969, 0.224179, 0.631061, 0.098666
31.3, 0.622932, -6.81234e-05, 0.229532, 0.633676, 0.0989214
31.31, 0.625492, 0.00658266, 0.234855, 0.636207, 0.0991639
31.32, 0.627972, 0.0132317, 0.240146, 0.638655, 0.0993934
31.33, 0.630369, 0.0198782, 0.245405, 0.641018, 0.0996099
31.34, 0.632684, 0.0265211, 0.250632, 0.643297, 0.0998134
31.35, 0.634917, 0.0331596, 0.255825, 0.645492, 0.100004
31.36, 0.637067, 0.0397927, 0.260984, 0.647601, 0.100181
31.37, 0.639134, 0.0464195, 0.266109, 0.649625, 0.100345
31.38, 0.641118, 0.0530392, 0.271198, 0.651564, 0.100496
31.39, 0.643019, 0.0596507, 0.27625, 0.653416, 0.100634
31.4, 0.644835, 0.0662533, 0.281266, 0.655182, 0.100759
31.41, 0.646568, 0.0728459, 0.286244, 0.656861, 0.10087
31.42, 0.648217, 0.0794278, 0.291184, 0.658454, 0.100968
31.43, 0.649781, 0.0859979, 0.296085, 0.65996, 0.101053
31.44, 0.65126, 0.0925554, 0.300946, 0.661378, 0.101124
31.45, 0.652655, 0.0990994, 0.305767, 0.662709, 0.101182
31.46, 0.653965, 0.105629, 0.310547, 0.663952, 0.101227
31.47, 0.655189, 0.112143, 0.315285, 0.665107, 0.101259
31.48, 0.656329, 0.118641, 0.319982, 0.666173, 0.101277
31.49, 0.657382, 0.125123, 0.324635, 0.667152, 0.101282
31.5, 0.658351, 0.131586, 0.329245, 0.668041, 0.101273
31.51, 0.659233, 0.13803, 0.33381, 0.668843, 0.101251
31.52, 0.66003, 0.144454, 0.338331, 0.669555, 0.101216
31.53, 0.660741, 0.150858, 0.342806, 0.670178, 0.101167
31.54, 0.661366, 0.157241, 0.347236, 0.670712, 0.101105
31.55, 0.661905, 0.163601, 0.351619, 0.671157, 0.101029
31.56, 0.662358, 0.169938, 0.355954, 0.671513, 0.10094
31.57, 0.662725, 0.176251, 0.360242, 0.671779, 0.100838
31.58, 0.663005, 0.182539, 0.364481, 0.671956, 0.100722
31.59, 0.663199, 0.188801, 0.368672, 0.672044, 0.100594
31.6, 0.663307, 0.195036, 0.372813, 0.672041, 0.100451
31.61, 0.663329, 0.201244, 0.376904, 0.671949, 0.100296
31.62, 0.663264, 0.207424, 0.380944, 0.671768, 0.100127
31.63, 0.663114, 0.213575, 0.384933, 0.671497, 0.0999445
31.64, 0.662877, 0.219696, 0.38887, 0.671136, 0.099749
31.65, 0.662553, 0.225785, 0.392755, 0.670686, 0.0995403
31.66, 0.662144, 0.231844, 0.396587, 0.670146, 0.0993183
31.67, 0.661648, 0.23787, 0.400366, 0.669516, 0.0990832
31.68, 0.661067, 0.243862, 0.404091, 0.668797, 0.0988348
31.69, 0.660399, 0.249821, 0.407762, 0.667989, 0.0985733
31.7, 0.659646, 0.255744, 0.411378, 0.667091, 0.0982987
31.71, 0.658807, 0.261633, 0.414939, 0.666104, 0.098011
31.72, 0.657882, 0.267484, 0.418444, 0.665028, 0.0977103
31.73, 0.656872, 0.273299, 0.421892, 0.663863, 0.0973965
31.74, 0.655776, 0.279075, 0.425284, 0.662609, 0.0970697
31.75, 0.654595, 0.284813, 0.428619, 0.661266, 0.09673
31.76, 0.653329, 0.290511, 0.431896, 0.659834, 0.0963775
31.77, 0.651978, 0.296169, 0.435115, 0.658314, 0.096012
31.78, 0.650542, 0.301785, 0.438275, 0.656706, 0.0956338
31.79, 0.649022, 0.30736, 0.441377, 0.65501, 0.0952427
31.8, 0.647418, 0.312893, 0.444419, 0.653226, 0.094839
31.81, 0.645729, 0.318382, 0.447402, 0.651354, 0.0944226
31.82, 0.643956, 0.323827, 0.450324, 0.649395, 0.0939936
31.83, 0.6421, 0.329228, 0.453186, 0.647349, 0.093552
31.84, 0.640161, 0.334583, 0.455987, 0.645216, 0.0930979
31.85, 0.638138, 0.339891, 0.458727, 0.642996, 0.0926314
31.86, 0.636032, 0.345154, 0.461405, 0.640689, 0.0921525
31.87, 0.633843, 0.350368, 0.464021, 0.638297, 0.0916613
31.88, 0.631573, 0.355534, 0.466575, 0.635819, 0.0911578
31.89, 0.62922, 0.360652, 0.469067, 0.633256, 0.0906421
31.9, 0.626785, 0.36572, 0.471495, 0.630607, 0.0901143
31.91, 0.624269, 0.370737, 0.47386, 0.627874, 0.0895744
31.92, 0.621672, 0.375704, 0.476161, 0.625056, 0.0890225
31.93, 0.618994, 0.380619, 0.478398, 0.622154, 0.0884587
31.94, 0.616236, 0.385482, 0.480572, 0.619168, 0.087883
31.95, 0.613398, 0.390292, 0.48268, 0.616099, 0.0872956
31.96, 0.61048, 0.395049, 0.484724, 0.612948, 0.0866964
31.97, 0.607482, 0.399752, 0.486703, 0.609713, 0.0860857
31.98, 0.604406, 0.4044, 0.488617, 0.606397, 0.0854634
31.99, 0.601251, 0.408993, 0.490465, 0.602999, 0.0848296
32, 0.598019, 0.413529, 0.492248, 0.59952, 0.0841845
32.01, 0.594708, 0.41801, 0.493964, 0.59596, 0.0835281
32.02, 0.59132, 0.422433, 0.495614, 0.59232, 0.0828604
32.03, 0.587856, 0.426799, 0.497198, 0.5886, 0.0821817
32.04, 0.584315, 0.431107, 0.498716, 0.584801, 0.0814919
32.05, 0.580698, 0.435356, 0.500166, 0.580924, 0.0807912
32.06, 0.577006, 0.439546, 0.50155, 0.576968, 0.0800797
32.07, 0.573239, 0.443676, 0.502866, 0.572934, 0.0793574
32.08, 0.569397, 0.447746, 0.504115, 0.568823, 0.0786244
32.09, 0.565482, 0.451755, 0.505297, 0.564635, 0.0778809
32.1, 0.561493, 0.455703, 0.506411, 0.560372, 0.0771269
32.11, 0.557431, 0.459588, 0.507458, 0.556033, 0.0763626
32.12, 0.553297, 0.463412, 0.508437, 0.551619, 0.0755881
32.13, 0.54909, 0.467173, 0.509347, 0.547131, 0.0748033
32.14, 0.544813, 0.47087, 0.51019, 0.542569, 0.0740086
32.15, 0.540465, 0.474504, 0.510965, 0.537934, 0.0732038
32.16, 0.536046, 0.478074, 0.511671, 0.533227, 0.0723893
32.17, 0.531558, 0.481579, 0.512309, 0.528448, 0.071565
32.18, 0.527001, 0.485019, 0.512879, 0.523597, 0.0707312
32.19, 0.522376, 0.488393, 0.51338, 0.518676, 0.0698878
32.2, 0.517682, 0.491702, 0.513813, 0.513686, 0.069035
32.21, 0.512922, 0.494944, 0.514178, 0.508626, 0.068173
32.22, 0.508095, 0.49812, 0.514473, 0.503497, 0.0673018
32.23, 0.503201, 0.501229, 0.514701, 0.498301, 0.0664216
32.24, 0.498243, 0.50427, 0.51486, 0.493038, 0.0655324
32.25, 0.49322, 0.507243, 0.51495, 0.487709, 0.0646345
32.26, 0.488132, 0.510149, 0.514972, 0.482314, 0.0637278
32.27, 0.482981, 0.512985, 0.514925, 0.476854, 0.0628127
32.28, 0.477768, 0.515753, 0.51481, 0.47133, 0.061889
32.29, 0.472493, 0.518452, 0.514627, 0.465742, 0.0609571
32.3, 0.467156, 0.521081, 0.514375, 0.460092, 0.060017
32.31, 0.461758, 0.523641, 0.514055, 0.45438, 0.0590688
32.32, 0.456301, 0.52613, 0.513666, 0.448607, 0.0581127
32.33, 0.450784, 0.528549, 0.51321, 0.442774, 0.0571488
32.34, 0.445208, 0.530897, 0.512685, 0.436881, 0.0561773
32.35, 0.439575, 0.533174, 0.512093, 0.430929, 0.0551982
32.36, 0.433885, 0.535381, 0.511432, 0.42492, 0.0542117
32.37, 0.428138, 0.537515, 0.510704, 0.418854, 0.053218
32.38, 0.422336, 0.539578, 0.509908, 0.412731, 0.0522171
32.39, 0.416479, 0.541569, 0.509045, 0.406553, 0.0512092
32.4, 0.410567, 0.543488, 0.508114, 0.400321, 0.0501944
32.41, 0.404603, 0.545335, 0.507117, 0.394035, 0.0491729
32.42, 0.398585, 0.547109, 0.506052, 0.387696, 0.0481449
32.43, 0.392516, 0.54881, 0.50492, 0.381305, 0.0471104
32.44, 0.386396, 0.550439, 0.503722, 0.374864, 0.0460696
32.45, 0.380226, 0.551994, 0.502457, 0.368372, 0.0450226
32.46, 0.374006, 0.553476, 0.501126, 0.36183, 0.0439696
32.47, 0.367738, 0.554885, 0.499729, 0.355241, 0.0429108
32.48, 0.361422, 0.55622, 0.498266, 0.348604, 0.0418462
32.49, 0.355059, 0.557481, 0.496737, 0.34192, 0.040776
32.5, 0.34865, 0.558669, 0.495143, 0.335191, 0.0397004
32.51, 0.342195, 0.559783, 0.493484, 0.328417, 0.0386195
32.52, 0.335696, 0.560823, 0.49176, 0.321599, 0.0375334
32.53, 0.329153, 0.561789, 0.489972, 0.314739, 0.0364424
32.54, 0.322568, 0.56268, 0.488119, 0.307837, 0.0353464
32.55, 0.31594, 0.563498, 0.486201, 0.300893, 0.0342458
32.56, 0.309272, 0.564241, 0.484221, 0.29391, 0.0331407
32.57, 0.302563, 0.56491, 0.482176, 0.286888, 0.0320311
32.58, 0.295815, 0.565504, 0.480069, 0.279827, 0.0309173
32.59, 0.289028, 0.566024, 0.477898, 0.27273, 0.0297994
32.6, 0.282204, 0.56647, 0.475665, 0.265596, 0.0286776
32.61, 0.275343, 0.566841, 0.47337, 0.258427, 0.0275519
32.62, 0.268446, 0.567138, 0.471013, 0.251225, 0.0264226
32.63, 0.261514, 0.56736, 0.468594, 0.243989, 0.0252899
32.64, 0.254549, 0.567508, 0.466114, 0.23672, 0.0241538
32.65, 0.24755, 0.567582, 0.463574, 0.229421, 0.0230145
32.66, 0.240519, 0.567581, 0.460972, 0.222092, 0.0218722
32.67, 0.233456, 0.567506, 0.458311, 0.214733, 0.0207271
32.68, 0.226363, 0.567357, 0.45559, 0.207346, 0.0195792
32.69, 0.219241, 0.567134, 0.45281, 0.199932, 0.0184288
32.7, 0.21209, 0.566836, 0.449971, 0.192493, 0.017276
32.71, 0.204911, 0.566465, 0.447073, 0.185028, 0.016121
32.72, 0.197706, 0.56602, 0.444117, 0.177538, 0.0149639
32.73, 0.190475, 0.565501, 0.441104, 0.170026, 0.0138048
32.74, 0.183219, 0.564908, 0.438033, 0.162492, 0.012644
32.75, 0.175939, 0.564242, 0.434906, 0.154937, 0.0114816
32.76, 0.168636, 0.563503, 0.431722, 0.147362, 0.0103178
32.77, 0.161311, 0.56269, 0.428483, 0.139769, 0.00915264
32.78, 0.153965, 0.561804, 0.425188, 0.132157, 0.00798637
32.79, 0.146599, 0.560846, 0.421838, 0.124529, 0.00681913
32.8, 0.139214, 0.559814, 0.418433, 0.116884, 0.00565108
32.81, 0.131811, 0.55871, 0.414975, 0.109226, 0.00448237
32.82, 0.12439, 0.557534, 0.411463, 0.101553, 0.00331317
32.83, 0.116953, 0.556285, 0.407898, 0.0938681, 0.00214363
32.84, 0.109501, 0.554965, 0.40428, 0.0861715, 0.000973923
32.85, 0.102034, 0.553573, 0.400611, 0.0784644, -0.000195806
32.86, 0.0945543, 0.552109, 0.39689, 0.0707479, -0.00136539
32.87, 0.0870619, 0.550574, 0.393118, 0.063023, -0.00253468
32.88, 0.079558, 0.548968, 0.389295, 0.0552908, -0.0037035
32.89, 0.0720437, 0.547292, 0.385423, 0.0475523, -0.00487171
32.9, 0.0645198, 0.545545, 0.381501, 0.0398086, -0.00603914
32.91, 0.0569874, 0.543727, 0.377531, 0.0320608, -0.00720564
32.92, 0.0494475, 0.54184, 0.373512, 0.0243099, -0.00837104
32.93, 0.041901, 0.539883, 0.369445, 0.016557, -0.00953519
32.94, 0.0343489, 0.537857, 0.365332, 0.00880305, -0.0106979
32.95, 0.0267922, 0.535762, 0.361171, 0.00104924, -0.0118591
32.96, 0.0192319, 0.533598, 0.356965, -0.00670343, -0.0130186
32.97, 0.0116689, 0.531366, 0.352714, -0.0144539, -0.0141761
32.98, 0.0041042, 0.529065, 0.348417, -0.0222011, -0.0153317
32.99, -0.00346117, 0.526697, 0.344076, -0.029944, -0.016485
33, -0.0110263, 0.524262, 0.339692, -0.0376816, -0.017636
33.01, -0.0185901, 0.52176, 0.335265, -0.0454127, -0.0187845
33.02, -0.0261517, 0.519191, 0.330795, -0.0531363, -0.0199303
33.03, -0.03371, 0.516555, 0.326283, -0.0608515, -0.0210733
33.04, -0.0412641, 0.513854, 0.32173, -0.0685571, -0.0222133
33.05, -0.0488131, 0.511088, 0.317137, -0.076252, -0.0233502
33.06, -0.0563559, 0.508256, 0.312503, -0.0839354, -0.0244839
33.07, -0.0638915, 0.50536, 0.307831, -0.091606, -0.0256141
33.08, -0.071419, 0.5024, 0.303119, -0.0992629, -0.0267407
33.09, -0.0789374, 0.499375, 0.29837, -0.106905, -0.0278636
33.1, -0.0864458, 0.496288, 0.293583, -0.114531, -0.0289826
33.11, -0.0939431, 0.493137, 0.28876, -0.122141, -0.0300976
33.12, -0.101428, 0.489924, 0.2839, -0.129733, -0.0312083
33.13, -0.108901, 0.486649, 0.279005, -0.137305, -0.0323148
33.14, -0.116359, 0.483312, 0.274075, -0.144858, -0.0334168
33.15, -0.123802, 0.479914, 0.269111, -0.15239, -0.0345141
33.16, -0.13123, 0.476456, 0.264114, -0.1599, -0.0356067
33.17, -0.13864, 0.472937, 0.259084, -0.167387, -0.0366943
33.18, -0.146033, 0.469359, 0.254022, -0.17485, -0.0377769
33.19, -0.153407, 0.465721, 0.248928, -0.182288, -0.0388543
33.2, -0.160761, 0.462025, 0.243804, -0.189701, -0.0399263
33.21, -0.168095, 0.458271, 0.238649, -0.197086, -0.0409928
33.22, -0.175407, 0.454459, 0.233466, -0.204443, -0.0420537
33.23, -0.182696, 0.45059, 0.228253, -0.211772, -0.0431088
33.24, -0.189962, 0.446664, 0.223013, -0.21907, -0.0441579
33.25, -0.197203, 0.442682, 0.217746, -0.226338, -0.045201
33.26, -0.204419, 0.438645, 0.212451, -0.233573, -0.0462379
33.27, -0.211608, 0.434553, 0.207132, -0.240776, -0.0472685
33.28, -0.21877, 0.430407, 0.201787, -0.247946, -0.0482926
33.29, -0.225904, 0.426206, 0.196417, -0.25508, -0.04931
33.3, -0.233009, 0.421953, 0.191024, -0.262179, -0.0503208
33.31, -0.240084, 0.417646, 0.185608, -0.269241, -0.0513246
33.32, -0.247127, 0.413288, 0.18017, -0.276266, -0.0523214
33.33, -0.254139, 0.408878, 0.17471, -0.283252, -0.0533111
33.34, -0.261118, 0.404417, 0.169229, -0.290198, -0.0542935
33.35, -0.268063, 0.399906, 0.163728, -0.297105, -0.0552685
33.36, -0.274973, 0.395345, 0.158208, -0.30397, -0.056236
33.37, -0.281848, 0.390735, 0.152669, -0.310793, -0.0571958
33.38, -0.288687, 0.386076, 0.147112, -0.317573, -0.0581479
33.39, -0.295488, 0.381369, 0.141538, -0.324308, -0.059092
33.4, -0.302251, 0.376616, 0.135948, -0.331, -0.0600281
33.41, -0.308974, 0.371815, 0.130341, -0.337645, -0.060956
33.42, -0.315658, 0.366969, 0.12472, -0.344244, -0.0618756
33.43, -0.322301, 0.362077, 0.119085, -0.350795, -0.0627869
33.44, -0.328902, 0.357141, 0.113436, -0.357298, -0.0636896
33.45, -0.335461, 0.35216, 0.107774, -0.363752, -0.0645837
33.46, -0.341976, 0.347136, 0.1021, -0.370156, -0.065469
33.47, -0.348447, 0.342069, 0.0964153, -0.376509, -0.0663455
33.48, -0.354873, 0.336961, 0.0907197, -0.38281, -0.067213
33.49, -0.361253, 0.331811, 0.0850143, -0.389059, -0.0680714
33.5, -0.367586, 0.32662, 0.0792998, -0.395254, -0.0689206
33.51, -0.373872, 0.321389, 0.073577, -0.401395, -0.0697605
33.52, -0.380109, 0.316118, 0.0678466, -0.407482, -0.070591
33.53, -0.386296, 0.310809, 0.0621093, -0.413513, -0.0714119
33.54, -0.392434, 0.305462, 0.056366, -0.419487, -0.0722232
33.55, -0.398521, 0.300078, 0.0506172, -0.425404, -0.0730248
33.56, -0.404556, 0.294656, 0.0448639, -0.431263, -0.0738165
33.57, -0.410539, 0.289199, 0.0391067, -0.437063, -0.0745983
33.58, -0.416468, 0.283707, 0.0333463, -0.442804, -0.07537
33.59, -0.422344, 0.278181, 0.0275836, -0.448484, -0.0761316
33.6, -0.428165, 0.27262, 0.0218192, -0.454104, -0.0768829
33.61, -0.43393, 0.267027, 0.0160539, -0.459661, -0.077624
33.62, -0.439639, 0.261401, 0.0102884, -0.465157, -0.0783546
33.63, -0.445291, 0.255743, 0.00452348, -0.470589, -0.0790746
33.64, -0.450885, 0.250055, -0.00124012, -0.475957, -0.0797841
33.65, -0.456421, 0.244336, -0.00700168, -0.481261, -0.0804829
33.66, -0.461897, 0.238588, -0.0127605, -0.4865, -0.0811708
33.67, -0.467314, 0.232811, -0.0185157, -0.491673, -0.0818479
33.68, -0.47267, 0.227006, -0.0242667, -0.49678, -0.0825141
33.69, -0.477964, 0.221174, -0.0300127, -0.501819, -0.0831691
33.7, -0.483197, 0.215316, -0.035753, -0.506791, -0.0838131
33.71, -0.488366, 0.209431, -0.0414869, -0.511694, -0.0844459
33.72, -0.493473, 0.203522, -0.0472136, -0.516528, -0.0850673
33.73, -0.498515, 0.197588, -0.0529324, -0.521293, -0.0856775
33.74, -0.503493, 0.191631, -0.0586425, -0.525987, -0.0862761
33.75, -0.508405, 0.185651, -0.0643433, -0.530611, -0.0868633
33.76, -0.513251, 0.179649, -0.070034, -0.535163, -0.0874389
33.77, -0.51803, 0.173626, -0.075714, -0.539644, -0.0880028
33.78, -0.522743, 0.167583, -0.0813824, -0.544052, -0.088555
33.79, -0.527387, 0.16152, -0.0870386, -0.548387, -0.0890955
33.8, -0.531963, 0.155437, -0.0926818, -0.552648, -0.089624
33.81, -0.536469, 0.149337, -0.0983115, -0.556835, -0.0901407
33.82, -0.540906, 0.143219, -0.103927, -0.560948, -0.0906454
33.83, -0.545273, 0.137084, -0.109527, -0.564986, -0.091138
33.84, -0.549569, 0.130934, -0.115111, -0.568948, -0.0916185
33.85, -0.553793, 0.124769, -0.120679, -0.572834, -0.0920869
33.86, -0.557946, 0.118589, -0.12623, -0.576644, -0.0925431
33.87, -0.562025, 0.112395, -0.131763, -0.580376, -0.092987
33.88, -0.566032, 0.106189, -0.137277, -0.584031, -0.0934185
33.89, -0.569965, 0.0999709, -0.142772, -0.587608, -0.0938378
33.9, -0.573825, 0.0937414, -0.148248, -0.591107, -0.0942445
33.91, -0.577609, 0.0875015, -0.153702, -0.594528, -0.0946389
33.92, -0.581318, 0.0812518, -0.159136, -0.597869, -0.0950207
33.93, -0.584952, 0.0749933, -0.164547, -0.60113, -0.09539
33.94, -0.58851, 0.0687266, -0.169936, -0.604312, -0.0957466
33.95, -0.591991, 0.0624526, -0.175301, -0.607414, -0.0960907
33.96, -0.595395, 0.056172, -0.180642, -0.610434, -0.096422
33.97, -0.598721, 0.0498855, -0.185959, -0.613374, -0.0967407
33.98, -0.60197, 0.0435941, -0.191251, -0.616233, -0.0970466
33.99, -0.60514, 0.0372985, -0.196516, -0.61901, -0.0973397
34, -0.608232, 0.0309994, -0.201755, -0.621705, -0.0976201
34.01, -0.611245, 0.0246976, -0.206967, -0.624318, -0.0978875
34.02, -0.614177, 0.0183939, -0.21215, -0.626848, -0.0981422
34.03, -0.61703, 0.0120891, -0.217306, -0.629295, -0.0983839
34.04, -0.619803, 0.00578392, -0.222432, -0.631659, -0.0986127
