r, Channel 1
13.89, 0.19312
13.9, 0.197694
13.91, 0.202263
13.92, 0.206828
13.93, 0.211388
13.94, 0.215944
13.95, 0.220495
13.96, 0.225041
13.97, 0.229582
13.98, 0.234119
13.99, 0.23865
14, 0.243176
14.01, 0.247697
14.02, 0.252212
14.03, 0.256722
14.04, 0.261226
14.05, 0.265725
14.06, 0.270218
14.07, 0.274705
14.08, 0.279186
14.09, 0.28366
14.1, 0.288129
14.11, 0.292592
14.12, 0.297048
14.13, 0.301497
14.14, 0.305941
14.15, 0.310377
14.16, 0.314807
14.17, 0.319229
14.18, 0.323645
14.19, 0.328054
14.2, 0.332456
14.21, 0.33685
14.22, 0.341238
14.23, 0.345617
14.24, 0.34999
14.25, 0.354354
14.26, 0.358711
14.27, 0.36306
14.28, 0.367401
14.29, 0.371735
14.3, 0.37606
14.31, 0.380377
14.32, 0.384685
14.33, 0.388986
14.34, 0.393278
14.35, 0.397561
14.36, 0.401836
14.37, 0.406102
14.38, 0.410359
14.39, 0.414607
14.4, 0.418846
14.41, 0.423076
14.42, 0.427297
14.43, 0.431508
14.44, 0.435711
14.45, 0.439903
14.46, 0.444086
14.47, 0.44826
14.48, 0.452424
14.49, 0.456577
14.5, 0.460721
14.51, 0.464855
14.52, 0.468979
14.53, 0.473093
14.54, 0.477196
14.55, 0.481289
14.56, 0.485372
14.57, 0.489444
14.58, 0.493505
14.59, 0.497555
14.6, 0.501595
14.61, 0.505624
14.62, 0.509642
14.63, 0.513649
14.64, 0.517644
14.65, 0.521628
14.66, 0.525601
14.67, 0.529563
14.68, 0.533513
14.69, 0.537451
14.7, 0.541378
14.71, 0.545293
14.72, 0.549196
14.73, 0.553087
14.74, 0.556966
14.75, 0.560833
14.76, 0.564688
14.77, 0.568531
14.78, 0.572361
14.79, 0.576179
14.8, 0.579984
14.81, 0.583777
14.82, 0.587556
14.83, 0.591324
14.84, 0.595078
14.85, 0.598819
14.86, 0.602547
14.87, 0.606263
14.88, 0.609965
14.89, 0.613653
14.9, 0.617329
14.91, 0.620991
14.92, 0.624639
14.93, 0.628274
14.94, 0.631895
14.95, 0.635503
14.96, 0.639096
14.97, 0.642676
14.98, 0.646242
14.99, 0.649794
15, 0.653331
15.01, 0.656854
15.02, 0.660364
15.03, 0.663858
15.04, 0.667339
15.05, 0.670804
15.06, 0.674256
15.07, 0.677692
15.08, 0.681114
15.09, 0.684521
15.1, 0.687913
15.11, 0.69129
15.12, 0.694652
15.13, 0.697999
15.14, 0.701331
15.15, 0.704648
15.16, 0.707949
15.17, 0.711235
15.18, 0.714505
15.19, 0.71776
15.2, 0.720999
15.21, 0.724223
15.22, 0.72743
15.23, 0.730622
15.24, 0.733799
15.25, 0.736959
15.26, 0.740103
15.27, 0.743231
15.28, 0.746343
15.29, 0.749438
15.3, 0.752518
15.31, 0.755581
15.32, 0.758627
15.33, 0.761657
15.34, 0.764671
15.35, 0.767667
15.36, 0.770648
15.37, 0.773611
15.38, 0.776557
15.39, 0.779487
15.4, 0.7824
15.41, 0.785296
15.42, 0.788174
15.43, 0.791036
15.44, 0.79388
15.45, 0.796707
15.46, 0.799517
15.47, 0.802309
15.48, 0.805084
15.49, 0.807841
15.5, 0.810581
15.51, 0.813303
15.52, 0.816008
15.53, 0.818694
15.54, 0.821363
15.55, 0.824014
15.56, 0.826647
15.57, 0.829263
15.58, 0.83186
15.59, 0.834439
15.6, 0.837
15.61, 0.839542
15.62, 0.842067
15.63, 0.844573
15.64, 0.847061
15.65, 0.84953
15.66, 0.851981
15.67, 0.854413
15.68, 0.856827
15.69, 0.859222
15.7, 0.861599
15.71, 0.863956
15.72, 0.866295
15.73, 0.868615
15.74, 0.870916
15.75, 0.873199
15.76, 0.875462
15.77, 0.877706
15.78, 0.879931
15.79, 0.882137
15.8, 0.884324
15.81, 0.886492
15.82, 0.88864
15.83, 0.890769
15.84, 0.892878
15.85, 0.894969
15.86, 0.897039
15.87, 0.89909
15.88, 0.901122
15.89, 0.903134
15.9, 0.905127
15.91, 0.907099
15.92, 0.909052
15.93, 0.910986
15.94, 0.912899
15.95, 0.914793
15.96, 0.916666
15.97, 0.91852
15.98, 0.920354
15.99, 0.922168
16, 0.923961
16.01, 0.925735
16.02, 0.927488
16.03, 0.929222
16.04, 0.930935
16.05, 0.932628
16.06, 0.9343
16.07, 0.935953
16.08, 0.937584
16.09, 0.939196
16.1, 0.940787
16.11, 0.942358
16.12, 0.943908
16.13, 0.945437
16.14, 0.946946
16.15, 0.948435
16.16, 0.949903
16.17, 0.95135
16.18, 0.952776
16.19, 0.954182
16.2, 0.955567
16.21, 0.956931
16.22, 0.958275
16.23, 0.959597
16.24, 0.960899
16.25, 0.96218
16.26, 0.96344
16.27, 0.964679
16.28, 0.965897
16.29, 0.967094
16.3, 0.96827
16.31, 0.969425
16.32, 0.970558
16.33, 0.971671
16.34, 0.972763
16.35, 0.973833
16.36, 0.974882
16.37, 0.97591
16.38, 0.976917
16.39, 0.977903
16.4, 0.978867
16.41, 0.97981
16.42, 0.980732
16.43, 0.981632
16.44, 0.982511
16.45, 0.983369
16.46, 0.984205
16.47, 0.98502
16.48, 0.985813
16.49, 0.986585
16.5, 0.987336
16.51, 0.988065
16.52, 0.988772
16.53, 0.989458
16.54, 0.990123
16.55, 0.990766
16.56, 0.991388
16.57, 0.991988
16.58, 0.992566
16.59, 0.993123
16.6, 0.993658
16.61, 0.994171
16.62, 0.994663
16.63, 0.995134
16.64, 0.995582
16.65, 0.996009
16.66, 0.996415
16.67, 0.996798
16.68, 0.99716
16.69, 0.997501
16.7, 0.997819
16.71, 0.998116
16.72, 0.998392
16.73, 0.998645
16.74, 0.998877
16.75, 0.999087
16.76, 0.999275
16.77, 0.999442
16.78, 0.999587
16.79, 0.99971
16.8, 0.999811
16.81, 0.999891
16.82, 0.999949
16.83, 0.999985
16.84, 1
16.85, 0.999992
16.86, 0.999963
16.87, 0.999913
16.88, 0.99984
16.89, 0.999746
16.9, 0.99963
16.91, 0.999492
16.92, 0.999332
16.93, 0.999151
16.94, 0.998948
16.95, 0.998723
16.96, 0.998477
16.97, 0.998209
16.98, 0.997919
16.99, 0.997608
17, 0.997274
17.01, 0.996919
17.02, 0.996543
17.03, 0.996145
17.04, 0.995725
17.05, 0.995283
17.06, 0.99482
17.07, 0.994335
17.08, 0.993828
17.09, 0.9933
17.1, 0.992751
17.11, 0.992179
17.12, 0.991587
17.13, 0.990972
17.14, 0.990336
17.15, 0.989679
17.16, 0.989
17.17, 0.988299
17.18, 0.987577
17.19, 0.986833
17.2, 0.986069
17.21, 0.985282
17.22, 0.984474
17.23, 0.983645
17.24, 0.982794
17.25, 0.981922
17.26, 0.981029
17.27, 0.980114
17.28, 0.979178
17.29, 0.978221
17.3, 0.977242
17.31, 0.976242
17.32, 0.975221
17.33, 0.974179
17.34, 0.973116
17.35, 0.972031
17.36, 0.970925
17.37, 0.969798
17.38, 0.96865
17.39, 0.967481
17.4, 0.966291
17.41, 0.96508
17.42, 0.963848
17.43, 0.962595
17.44, 0.961321
17.45, 0.960026
17.46, 0.958711
17.47, 0.957374
17.48, 0.956017
17.49, 0.954638
17.5, 0.953239
17.51, 0.95182
17.52, 0.950379
17.53, 0.948918
17.54, 0.947436
17.55, 0.945934
17.56, 0.944411
17.57, 0.942868
17.58, 0.941304
17.59, 0.93972
17.6, 0.938115
17.61, 0.936489
17.62, 0.934844
17.63, 0.933178
17.64, 0.931492
17.65, 0.929785
17.66, 0.928059
17.67, 0.926312
17.68, 0.924545
17.69, 0.922758
17.7, 0.92095
17.71, 0.919123
17.72, 0.917276
17.73, 0.915409
17.74, 0.913522
17.75, 0.911615
17.76, 0.909688
17.77, 0.907742
17.78, 0.905775
17.79, 0.903789
17.8, 0.901784
17.81, 0.899758
17.82, 0.897714
17.83, 0.895649
17.84, 0.893565
17.85, 0.891462
17.86, 0.88934
17.87, 0.887198
17.88, 0.885036
17.89, 0.882856
17.9, 0.880656
17.91, 0.878437
17.92, 0.876199
17.93, 0.873942
17.94, 0.871666
17.95, 0.869371
17.96, 0.867057
17.97, 0.864725
17.98, 0.862373
17.99, 0.860003
18, 0.857614
18.01, 0.855206
18.02, 0.85278
18.03, 0.850335
18.04, 0.847872
18.05, 0.84539
18.06, 0.84289
18.07, 0.840372
18.08, 0.837835
18.09, 0.83528
18.1, 0.832707
18.11, 0.830116
18.12, 0.827506
18.13, 0.824879
18.14, 0.822234
18.15, 0.819571
18.16, 0.81689
18.17, 0.814191
18.18, 0.811475
18.19, 0.808741
18.2, 0.805989
18.21, 0.80322
18.22, 0.800434
18.23, 0.79763
18.24, 0.794808
18.25, 0.79197
18.26, 0.789114
18.27, 0.786241
18.28, 0.783351
18.29, 0.780443
18.3, 0.777519
18.31, 0.774578
18.32, 0.77162
18.33, 0.768646
18.34, 0.765654
18.35, 0.762646
18.36, 0.759622
18.37, 0.756581
18.38, 0.753523
18.39, 0.750449
18.4, 0.747359
18.41, 0.744252
18.42, 0.74113
18.43, 0.737991
18.44, 0.734836
18.45, 0.731665
18.46, 0.728478
18.47, 0.725276
18.48, 0.722057
18.49, 0.718823
18.5, 0.715573
18.51, 0.712308
18.52, 0.709027
18.53, 0.705731
18.54, 0.702419
18.55, 0.699093
18.56, 0.695751
18.57, 0.692393
18.58, 0.689021
18.59, 0.685634
18.6, 0.682232
18.61, 0.678815
18.62, 0.675383
18.63, 0.671937
18.64, 0.668476
18.65, 0.665
18.66, 0.66151
18.67, 0.658006
18.68, 0.654487
18.69, 0.650954
18.7, 0.647407
18.71, 0.643846
18.72, 0.640271
18.73, 0.636682
18.74, 0.633079
18.75, 0.629462
18.76, 0.625832
18.77, 0.622188
18.78, 0.61853
18.79, 0.614859
18.8, 0.611175
18.81, 0.607477
18.82, 0.603766
18.83, 0.600042
18.84, 0.596305
18.85, 0.592555
18.86, 0.588792
18.87, 0.585017
18.88, 0.581228
18.89, 0.577427
18.9, 0.573613
18.91, 0.569787
18.92, 0.565949
18.93, 0.562098
18.94, 0.558235
18.95, 0.55436
18.96, 0.550473
18.97, 0.546574
18.98, 0.542662
18.99, 0.53874
19, 0.534805
19.01, 0.530859
19.02, 0.526901
19.03, 0.522932
19.04, 0.518951
19.05, 0.514959
19.06, 0.510956
19.07, 0.506942
19.08, 0.502917
19.09, 0.498881
19.1, 0.494834
19.11, 0.490776
19.12, 0.486708
19.13, 0.482629
19.14, 0.478539
19.15, 0.474439
19.16, 0.470329
19.17, 0.466208
19.18, 0.462078
19.19, 0.457937
19.2, 0.453787
19.21, 0.449626
19.22, 0.445456
19.23, 0.441276
19.24, 0.437086
19.25, 0.432887
19.26, 0.428679
19.27, 0.424461
19.28, 0.420234
19.29, 0.415998
19.3, 0.411753
19.31, 0.407499
19.32, 0.403236
19.33, 0.398964
19.34, 0.394683
19.35, 0.390394
19.36, 0.386097
19.37, 0.381791
19.38, 0.377477
19.39, 0.373154
19.4, 0.368824
19.41, 0.364485
19.42, 0.360138
19.43, 0.355784
19.44, 0.351422
19.45, 0.347052
19.46, 0.342675
19.47, 0.33829
19.48, 0.333898
19.49, 0.329499
19.5, 0.325093
19.51, 0.320679
19.52, 0.316258
19.53, 0.311831
19.54, 0.307397
19.55, 0.302956
19.56, 0.298508
19.57, 0.294054
19.58, 0.289594
19.59, 0.285127
19.6, 0.280655
19.61, 0.276176
19.62, 0.271691
19.63, 0.2672
19.64, 0.262703
19.65, 0.258201
19.66, 0.253693
19.67, 0.249179
19.68, 0.24466
19.69, 0.240136
19.7, 0.235606
19.71, 0.231072
19.72, 0.226532
19.73, 0.221988
19.74, 0.217438
19.75, 0.212884
19.76, 0.208325
19.77, 0.203762
19.78, 0.199194
19.79, 0.194622
19.8, 0.190046
19.81, 0.185466
19.82, 0.180881
19.83, 0.176293
19.84, 0.171701
19.85, 0.167105
19.86, 0.162505
19.87, 0.157902
19.88, 0.153295
19.89, 0.148686
19.9, 0.144072
19.91, 0.139456
19.92, 0.134837
19.93, 0.130215
19.94, 0.12559
19.95, 0.120962
19.96, 0.116331
19.97, 0.111699
19.98, 0.107063
19.99, 0.102426
20, 0.0977856
20.01, 0.0931435
20.02, 0.0884995
20.03, 0.0838535
20.04, 0.0792056
20.05, 0.0745561
20.06, 0.0699049
20.07, 0.0652523
20.08, 0.0605982
20.09, 0.0559427
20.1, 0.0512861
20.11, 0.0466283
20.12, 0.0419696
20.13, 0.0373099
20.14, 0.0326494
20.15, 0.0279882
20.16, 0.0233264
20.17, 0.0186641
20.18, 0.0140014
20.19, 0.00933833
20.2, 0.0046751
20.21, 1.17684e-05
20.22, 0.00465156
20.23, 0.00931479
20.24, 0.0139778
20.25, 0.0186405
20.26, 0.0233029
20.27, 0.0279647
20.28, 0.0326259
20.29, 0.0372864
20.3, 0.0419461
20.31, 0.0466048
20.32, 0.0512626
20.33, 0.0559192
20.34, 0.0605747
20.35, 0.0652288
20.36, 0.0698815
20.37, 0.0745326
20.38, 0.0791822
20.39, 0.08383
20.4, 0.088476
20.41, 0.0931201
20.42, 0.0977622
20.43, 0.102402
20.44, 0.10704
20.45, 0.111675
20.46, 0.116308
20.47, 0.120939
20.48, 0.125566
20.49, 0.130191
20.5, 0.134814
20.51, 0.139433
20.52, 0.144049
20.53, 0.148662
20.54, 0.153272
20.55, 0.157879
20.56, 0.162482
20.57, 0.167081
20.58, 0.171677
20.59, 0.17627
20.6, 0.180858
20.61, 0.185443
20.62, 0.190023
20.63, 0.194599
20.64, 0.199171
20.65, 0.203739
20.66, 0.208302
20.67, 0.212861
20.68, 0.217415
20.69, 0.221965
20.7, 0.226509
20.71, 0.231049
20.72, 0.235584
20.73, 0.240113
20.74, 0.244637
20.75, 0.249156
20.76, 0.25367
20.77, 0.258178
20.78, 0.26268
20.79, 0.267177
20.8, 0.271668
20.81, 0.276153
20.82, 0.280632
20.83, 0.285105
20.84, 0.289572
20.85, 0.294032
20.86, 0.298486
20.87, 0.302933
20.88, 0.307374
20.89, 0.311809
20.9, 0.316236
20.91, 0.320657
20.92, 0.32507
20.93, 0.329477
20.94, 0.333876
20.95, 0.338268
20.96, 0.342653
20.97, 0.34703
20.98, 0.3514
20.99, 0.355762
21, 0.360117
21.01, 0.364463
21.02, 0.368802
21.03, 0.373132
21.04, 0.377455
21.05, 0.381769
21.06, 0.386075
21.07, 0.390373
21.08, 0.394662
21.09, 0.398942
21.1, 0.403214
21.11, 0.407477
21.12, 0.411731
21.13, 0.415976
21.14, 0.420213
21.15, 0.42444
21.16, 0.428658
21.17, 0.432866
21.18, 0.437065
21.19, 0.441255
21.2, 0.445435
21.21, 0.449605
21.22, 0.453766
21.23, 0.457916
21.24, 0.462057
21.25, 0.466188
21.26, 0.470308
21.27, 0.474418
21.28, 0.478518
21.29, 0.482608
21.3, 0.486687
21.31, 0.490755
21.32, 0.494813
21.33, 0.49886
21.34, 0.502897
21.35, 0.506922
21.36, 0.510936
21.37, 0.514939
21.38, 0.518931
21.39, 0.522912
21.4, 0.526881
21.41, 0.530839
21.42, 0.534785
21.43, 0.53872
21.44, 0.542643
21.45, 0.546554
21.46, 0.550453
21.47, 0.55434
21.48, 0.558216
21.49, 0.562079
21.5, 0.56593
21.51, 0.569768
21.52, 0.573594
21.53, 0.577408
21.54, 0.581209
21.55, 0.584998
21.56, 0.588773
21.57, 0.592536
21.58, 0.596286
21.59, 0.600023
21.6, 0.603747
21.61, 0.607458
21.62, 0.611156
21.63, 0.614841
21.64, 0.618512
21.65, 0.622169
21.66, 0.625813
21.67, 0.629444
21.68, 0.633061
21.69, 0.636664
21.7, 0.640253
21.71, 0.643828
21.72, 0.647389
21.73, 0.650936
21.74, 0.654469
21.75, 0.657988
21.76, 0.661493
21.77, 0.664983
21.78, 0.668458
21.79, 0.671919
21.8, 0.675366
21.81, 0.678798
21.82, 0.682215
21.83, 0.685617
21.84, 0.689004
21.85, 0.692376
21.86, 0.695734
21.87, 0.699076
21.88, 0.702403
21.89, 0.705714
21.9, 0.709011
21.91, 0.712291
21.92, 0.715557
21.93, 0.718807
21.94, 0.722041
21.95, 0.725259
21.96, 0.728462
21.97, 0.731649
21.98, 0.73482
21.99, 0.737975
22, 0.741114
22.01, 0.744237
22.02, 0.747343
22.03, 0.750434
22.04, 0.753508
22.05, 0.756565
22.06, 0.759606
22.07, 0.762631
22.08, 0.765639
22.09, 0.768631
22.1, 0.771605
22.11, 0.774563
22.12, 0.777505
22.13, 0.780429
22.14, 0.783336
22.15, 0.786226
22.16, 0.789099
22.17, 0.791955
22.18, 0.794794
22.19, 0.797615
22.2, 0.800419
22.21, 0.803206
22.22, 0.805975
22.23, 0.808727
22.24, 0.811461
22.25, 0.814178
22.26, 0.816876
22.27, 0.819557
22.28, 0.822221
22.29, 0.824866
22.3, 0.827493
22.31, 0.830103
22.32, 0.832694
22.33, 0.835267
22.34, 0.837822
22.35, 0.840359
22.36, 0.842877
22.37, 0.845378
22.38, 0.847859
22.39, 0.850323
22.4, 0.852768
22.41, 0.855194
22.42, 0.857602
22.43, 0.859991
22.44, 0.862361
22.45, 0.864713
22.46, 0.867046
22.47, 0.86936
22.48, 0.871655
22.49, 0.873931
22.5, 0.876188
22.51, 0.878426
22.52, 0.880645
22.53, 0.882845
22.54, 0.885025
22.55, 0.887187
22.56, 0.889329
22.57, 0.891452
22.58, 0.893555
22.59, 0.895639
22.6, 0.897703
22.61, 0.899748
22.62, 0.901773
22.63, 0.903779
22.64, 0.905765
22.65, 0.907732
22.66, 0.909678
22.67, 0.911605
22.68, 0.913512
22.69, 0.915399
22.7, 0.917267
22.71, 0.919114
22.72, 0.920941
22.73, 0.922748
22.74, 0.924536
22.75, 0.926303
22.76, 0.92805
22.77, 0.929777
22.78, 0.931483
22.79, 0.93317
22.8, 0.934836
22.81, 0.936481
22.82, 0.938107
22.83, 0.939711
22.84, 0.941296
22.85, 0.94286
22.86, 0.944404
22.87, 0.945927
22.88, 0.947429
22.89, 0.948911
22.9, 0.950372
22.91, 0.951812
22.92, 0.953232
22.93, 0.954631
22.94, 0.95601
22.95, 0.957367
22.96, 0.958704
22.97, 0.96002
22.98, 0.961315
22.99, 0.962589
23, 0.963842
23.01, 0.965074
23.02, 0.966285
23.03, 0.967475
23.04, 0.968645
23.05, 0.969793
23.06, 0.97092
23.07, 0.972026
23.08, 0.97311
23.09, 0.974174
23.1, 0.975216
23.11, 0.976237
23.12, 0.977237
23.13, 0.978216
23.14, 0.979173
23.15, 0.98011
23.16, 0.981024
23.17, 0.981918
23.18, 0.98279
23.19, 0.983641
23.2, 0.98447
23.21, 0.985278
23.22, 0.986065
23.23, 0.98683
23.24, 0.987573
23.25, 0.988295
23.26, 0.988996
23.27, 0.989675
23.28, 0.990333
23.29, 0.990969
23.3, 0.991583
23.31, 0.992176
23.32, 0.992748
23.33, 0.993298
23.34, 0.993826
23.35, 0.994332
23.36, 0.994817
23.37, 0.995281
23.38, 0.995722
23.39, 0.996143
23.4, 0.996541
23.41, 0.996918
23.42, 0.997273
23.43, 0.997606
23.44, 0.997918
23.45, 0.998208
23.46, 0.998476
23.47, 0.998722
23.48, 0.998947
23.49, 0.99915
23.5, 0.999332
23.51, 0.999491
23.52, 0.999629
23.53, 0.999745
23.54, 0.99984
23.55, 0.999912
23.56, 0.999963
23.57, 0.999992
23.58, 1
23.59, 0.999985
23.6, 0.999949
23.61, 0.999892
23.62, 0.999812
23.63, 0.999711
23.64, 0.999588
23.65, 0.999443
23.66, 0.999276
23.67, 0.999088
23.68, 0.998878
23.69, 0.998646
23.7, 0.998393
23.71, 0.998118
23.72, 0.997821
23.73, 0.997502
23.74, 0.997162
23.75, 0.9968
23.76, 0.996417
23.77, 0.996011
23.78, 0.995585
23.79, 0.995136
23.8, 0.994666
23.81, 0.994174
23.82, 0.99366
23.83, 0.993125
23.84, 0.992569
23.85, 0.99199
23.86, 0.991391
23.87, 0.990769
23.88, 0.990126
23.89, 0.989462
23.9, 0.988776
23.91, 0.988068
23.92, 0.987339
23.93, 0.986589
23.94, 0.985817
23.95, 0.985024
23.96, 0.984209
23.97, 0.983373
23.98, 0.982515
23.99, 0.981636
24, 0.980736
24.01, 0.979815
24.02, 0.978872
24.03, 0.977908
24.04, 0.976922
24.05, 0.975915
24.06, 0.974887
24.07, 0.973838
24.08, 0.972768
24.09, 0.971677
24.1, 0.970564
24.11, 0.96943
24.12, 0.968276
24.13, 0.9671
24.14, 0.965903
24.15, 0.964685
24.16, 0.963446
24.17, 0.962186
24.18, 0.960906
24.19, 0.959604
24.2, 0.958282
24.21, 0.956938
24.22, 0.955574
24.23, 0.954189
24.24, 0.952784
24.25, 0.951357
24.26, 0.94991
24.27, 0.948442
24.28, 0.946954
24.29, 0.945445
24.3, 0.943916
24.31, 0.942366
24.32, 0.940795
24.33, 0.939204
24.34, 0.937593
24.35, 0.935961
24.36, 0.934309
24.37, 0.932636
24.38, 0.930943
24.39, 0.92923
24.4, 0.927497
24.41, 0.925744
24.42, 0.92397
24.43, 0.922177
24.44, 0.920363
24.45, 0.918529
24.46, 0.916676
24.47, 0.914802
24.48, 0.912909
24.49, 0.910995
24.5, 0.909062
24.51, 0.907109
24.52, 0.905137
24.53, 0.903144
24.54, 0.901132
24.55, 0.899101
24.56, 0.89705
24.57, 0.894979
24.58, 0.892889
24.59, 0.890779
24.6, 0.888651
24.61, 0.886502
24.62, 0.884335
24.63, 0.882148
24.64, 0.879942
24.65, 0.877717
24.66, 0.875473
24.67, 0.87321
24.68, 0.870928
24.69, 0.868627
24.7, 0.866307
24.71, 0.863968
24.72, 0.86161
24.73, 0.859234
24.74, 0.856839
24.75, 0.854425
24.76, 0.851993
24.77, 0.849542
24.78, 0.847073
24.79, 0.844586
24.8, 0.84208
24.81, 0.839555
24.82, 0.837013
24.83, 0.834452
24.84, 0.831873
24.85, 0.829276
24.86, 0.826661
24.87, 0.824028
24.88, 0.821377
24.89, 0.818708
24.9, 0.816021
24.91, 0.813317
24.92, 0.810595
24.93, 0.807855
24.94, 0.805098
24.95, 0.802323
24.96, 0.799531
24.97, 0.796721
24.98, 0.793894
24.99, 0.79105
25, 0.788189
25.01, 0.78531
25.02, 0.782415
25.03, 0.779502
25.04, 0.776572
25.05, 0.773626
25.06, 0.770663
25.07, 0.767682
25.08, 0.764686
25.09, 0.761672
25.1, 0.758642
25.11, 0.755596
25.12, 0.752533
25.13, 0.749454
25.14, 0.746358
25.15, 0.743247
25.16, 0.740119
25.17, 0.736975
25.18, 0.733815
25.19, 0.730639
25.2, 0.727447
25.21, 0.724239
25.22, 0.721015
25.23, 0.717776
25.24, 0.714521
25.25, 0.711251
25.26, 0.707965
25.27, 0.704664
25.28, 0.701348
25.29, 0.698016
25.3, 0.694669
25.31, 0.691307
25.32, 0.68793
25.33, 0.684538
25.34, 0.681131
25.35, 0.677709
25.36, 0.674273
25.37, 0.670822
25.38, 0.667356
25.39, 0.663876
25.4, 0.660381
25.41, 0.656872
25.42, 0.653349
25.43, 0.649811
25.44, 0.64626
25.45, 0.642694
25.46, 0.639114
25.47, 0.635521
25.48, 0.631913
25.49, 0.628292
25.5, 0.624657
25.51, 0.621009
25.52, 0.617347
25.53, 0.613672
25.54, 0.609983
25.55, 0.606281
25.56, 0.602566
25.57, 0.598838
25.58, 0.595097
25.59, 0.591343
25.6, 0.587576
25.61, 0.583796
25.62, 0.580003
25.63, 0.576198
25.64, 0.57238
25.65, 0.56855
25.66, 0.564708
25.67, 0.560853
25.68, 0.556986
25.69, 0.553107
25.7, 0.549216
25.71, 0.545313
25.72, 0.541398
25.73, 0.537471
25.74, 0.533533
25.75, 0.529583
25.76, 0.525622
25.77, 0.521649
25.78, 0.517665
25.79, 0.513669
25.8, 0.509662
25.81, 0.505645
25.82, 0.501616
25.83, 0.497576
25.84, 0.493526
25.85, 0.489465
25.86, 0.485393
25.87, 0.48131
25.88, 0.477217
25.89, 0.473114
25.9, 0.469001
25.91, 0.464877
25.92, 0.460743
25.93, 0.456599
25.94, 0.452445
25.95, 0.448282
25.96, 0.444108
25.97, 0.439925
25.98, 0.435733
25.99, 0.431531
26, 0.427319
26.01, 0.423098
26.02, 0.418868
26.03, 0.414629
26.04, 0.410381
26.05, 0.406124
26.06, 0.401858
26.07, 0.397584
26.08, 0.3933
26.09, 0.389009
26.1, 0.384708
26.11, 0.3804
26.12, 0.376083
26.13, 0.371758
26.14, 0.367425
26.15, 0.363084
26.16, 0.358735
26.17, 0.354378
26.18, 0.350013
26.19, 0.345641
26.2, 0.341261
26.21, 0.336874
26.22, 0.33248
26.23, 0.328078
26.24, 0.323669
26.25, 0.319254
26.26, 0.314831
26.27, 0.310401
26.28, 0.305965
26.29, 0.301522
26.3, 0.297072
26.31, 0.292616
26.32, 0.288154
26.33, 0.283685
26.34, 0.27921
26.35, 0.274729
26.36, 0.270242
26.37, 0.26575
26.38, 0.261251
26.39, 0.256747
26.4, 0.252237
26.41, 0.247722
26.42, 0.243201
26.43, 0.238675
26.44, 0.234144
26.45, 0.229608
26.46, 0.225067
26.47, 0.22052
26.48, 0.215969
26.49, 0.211414
26.5, 0.206854
26.51, 0.202289
26.52, 0.19772
26.53, 0.193146
26.54, 0.188569
26.55, 0.183987
26.56, 0.179401
26.57, 0.174812
26.58, 0.170218
26.59, 0.165621
26.6, 0.16102
26.61, 0.156416
26.62, 0.151809
26.63, 0.147198
26.64, 0.142583
26.65, 0.137966
26.66, 0.133346
26.67, 0.128723
26.68, 0.124097
26.69, 0.119468
26.7, 0.114837
26.71, 0.110203
26.72, 0.105567
26.73, 0.100929
26.74, 0.0962882
26.75, 0.0916454
26.76, 0.0870007
26.77, 0.0823541
26.78, 0.0777058
26.79, 0.0730557
26.8, 0.068404
26.81, 0.0637509
26.82, 0.0590963
26.83, 0.0544405
26.84, 0.0497835
26.85, 0.0451254
26.86, 0.0404663
26.87, 0.0358064
26.88, 0.0311456
26.89, 0.0264842
26.9, 0.0218223
26.91, 0.0171598
26.92, 0.012497
26.93, 0.00783386
26.94, 0.00317059
26.95, 0.00149276
26.96, 0.00615607
26.97, 0.0108192
26.98, 0.0154822
26.99, 0.0201448
27, 0.024807
27.01, 0.0294686
27.02, 0.0341296
27.03, 0.0387898
27.04, 0.0434492
27.05, 0.0481077
27.06, 0.0527651
27.07, 0.0574213
27.08, 0.0620764
27.09, 0.06673
27.1, 0.0713822
27.11, 0.0760329
27.12, 0.0806819
27.13, 0.0853291
27.14, 0.0899745
27.15, 0.094618
27.16, 0.0992594
27.17, 0.103899
27.18, 0.108536
27.19, 0.11317
27.2, 0.117802
27.21, 0.122432
27.22, 0.127059
27.23, 0.131683
27.24, 0.136304
27.25, 0.140923
27.26, 0.145538
27.27, 0.15015
27.28, 0.154759
27.29, 0.159364
27.3, 0.163966
27.31, 0.168565
27.32, 0.173159
27.33, 0.17775
27.34, 0.182338
27.35, 0.186921
27.36, 0.1915
27.37, 0.196075
27.38, 0.200645
27.39, 0.205212
27.4, 0.209774
27.41, 0.214331
27.42, 0.218884
27.43, 0.223431
27.44, 0.227974
27.45, 0.232513
27.46, 0.237046
27.47, 0.241573
27.48, 0.246096
27.49, 0.250613
27.5, 0.255125
27.51, 0.259631
27.52, 0.264132
27.53, 0.268627
27.54, 0.273116
27.55, 0.277599
27.56, 0.282076
27.57, 0.286547
27.58, 0.291011
27.59, 0.29547
27.6, 0.299922
27.61, 0.304367
27.62, 0.308806
27.63, 0.313238
27.64, 0.317663
27.65, 0.322081
27.66, 0.326493
27.67, 0.330897
27.68, 0.335294
27.69, 0.339684
27.7, 0.344066
27.71, 0.348441
27.72, 0.352808
27.73, 0.357168
27.74, 0.36152
27.75, 0.365864
27.76, 0.3702
27.77, 0.374528
27.78, 0.378848
27.79, 0.383159
27.8, 0.387462
27.81, 0.391757
27.82, 0.396044
